"""물류 유통 에 대하 ㄴ 전반적 이 ㄴ 기초적 이 ㄴ 지식 을 쌓기 좋 았 고 ", 팀 프로젝트 도 힘들 기 는 하 았 지만 ," 고생 스럽 었 지만 보람 은 있 었 음""",,,,,,,,,,,,,,
"""수업 내용 과 시험 이 관계없 는 내용 이 많 아서 아쉽 기 도 하지만 "," 그래서 다른 수업 에서 ㄴ 듣 을 수 없 는 내용 들 이 많 아 좋 기 도 하 았 다""",,,,,,,,,,,,,,
갓 창 근 가 아 창 근 가 아 창 근 가 아 창 근 가 아 창 근 가 아 창 근 가 아 창 근 가 아 창 근,,,,,,,,,,,,,,
교수 님 이 똑똑 하 다는 것 이 느끼 어 지 ㄴ다 C + + 에 대하 어 어느 정도 알 는 상태 로 수업 을 듣 었 는데 디테일 하 ㄴ 면 을 잘 가르치 어 주 시 어서 도움 이 많이 되 었 고 코딩 능력 뿐 만 아니 라 컴퓨터 내부 구조 와 연관 짓 어 서 설명 하 시 어서 이 하 아 가 아 잘 되 었 다,,,,,,,,,,,,,,
"""파이 썰 ㄴ 포기자 이 었 는데 씨 언어 가 오히려 더 쉽 었 고 ", 실기 시험 ," 필기시험 모두 배우 ㄴ 내용 을 확인 하 ㄹ 수 있 게 내주 시 어서 씨 언어 기초 를 배우 는 데 도움 이 많이 되 었 습니다""",,,,,,,,,,,,,,
"""첫 번 째 로 는 수업 의 내용 이 좋 고 유익 하 아서 열심히 듣 게 되 는 수업 이 고 "," 두 번 째 는 수업 의 질 은 상당히 떨어지 지만 교수 님 한테 찍히 면 큰일 나 ㄹ 것 같 아서 어쩌 ㄹ 수 없이 열심히 듣 게 되 는 수업 이 다""",,,,,,,,,,,,,,
재수강 이 면 얻 는 것 이 없 을 수 도 있 지만 처음 듣 는 것 라면 이해도 쉽 고 유익 하 ㅂ니다,,,,,,,,,,,,,,
중간 기말 둘 다 평균 30 점 대 나오 던데 저 는 80 점 넘 었 으니 5 점 드리 고 가 ㅂ니다,,,,,,,,,,,,,,
시험 은 다소 배우 는 내용 에 비하 아 어렵 고 나 를 컴 파일 러 로 만 드리 어 고 이러 는 것 이 ㄴ가 싶 을 정도 로 문제 가 더럽 지만 수업 그 자체 로 는 그것 보다 얻 어 가 는 것 이 많 다고 느끼 어 지 는 수업,,,,,,,,,,,,,,
또 다른 문제 는 시험 을 많이 보 는데 반대 로 생각 하 면 배우 ㄴ 것 이 오래 가 ㄹ 것 같 음,,,,,,,,,,,,,,
쉽 다고 는 하 ㄹ 수 없 지만 많 은 것 을 배우 ㄹ 수 있 어서 만족 스럽 ㄴ 수업 이 ㅂ니다,,,,,,,,,,,,,,
왜 이번 학기 에 배우 는 지 이 하 아 안 가 는 과목 .. 이번 학기 는 교수 님 이 강의 를 올리 어 주 어서 수월 하 았 다 결과 를 다 알 고 있 다면 중요 하 ㄴ 점 이 명확 하 아 공부 하 기 쉽 다는 것 이 장점 결과 를 알 는 것 이 어렵 다는 것 이 단점 참고 로 시험 문제 에 시약 의 풀 네임 이나 분자 구조 그리 라는 문제 를 출제 하 시 었 음,,,,,,,,,,,,,,
원론 이 라 그렇 ㄴ지 전반적 으로 다루 어 주 시 는데 잘 들 어 두 는 것 이 도움 이 되 ㄹ 것 같 음,,,,,,,,,,,,,,
수업 을 들 으며 영어 공부 도 겸 하 ㄹ 수 있 기 때문 에 적극적 으로 자신 이 작성 하 ㄴ CASE BRIEF 나 MEMO 들 을 발표 하고 피드백 을 받 으면 더 많 은 것 을 얻 어 가 ㄹ 수 있 음,,,,,,,,,,,,,,
재미있 고 얻 어 가 는 것 이 참 많 은 수업 이 ㅂ니다,,,,,,,,,,,,,,
집중 도 잘 되 고 배우 ㄹ 것 이 많 은 수업 시험 은 배우 ㄴ 것 다 공부 하 아야 하 아요,,,,,,,,,,,,,,
광고 에 대하 ㄴ 전반적 이 ㄴ 개념 과 이해 를 얻 어 가 ㄹ 수 있 는 강의 이 었 습니다,,,,,,,,,,,,,,
수업 도 항상 알차 고 정확 하 게 얻 어 가 는 것 이 많 은 수업 이 ㅂ니다,,,,,,,,,,,,,,
"""계속 하 아서 매주 2 번 씩 1 시간 15 분 분량 의 강의 를 올리 어 주 시 었 고 "," 마지막 주 2 번 은 줌 으로 실시간 강의 를 진행 하 시 었 습니다""",,,,,,,,,,,,,,
그래도 여러 작품 을 예시 로 보 면서 배우 ㄹ 점 이 많 은 강의 이 었 음,,,,,,,,,,,,,,
수업 내용 은 철학 과 글 미 를 섞 었 다고 생각 하 면 되 는데 진짜 많 은 생각 을 하 게 하 고 배우 ㄹ 것 많 아서 완전 추천,,,,,,,,,,,,,,
하 ㄴ 학기 동안 열심히 하 았 고 그만 하 ㄴ 결과 를 얻 었 는데 애석 하 게 도 얻 어 가 ㄴ 것 이 없 습니다,,,,,,,,,,,,,,
학점 따 기 는 쉽 지만 남 는 것 은 없 는 것 같 네요,,,,,,,,,,,,,,
"""평이 안 좋 아서 걱정 하 았 는데 "," 전공 수업 인 데 도 수업 자체 는 재미있 고 교수 님 도 좋 으시 고 시험 도 분별력 있 고 많이 배우 어 가 ㄹ 수 있 었 던 좋 은 수업 이 었 습니다""",,,,,,,,,,,,,,
나름 도움 되 는 내용 도 많 았 고 그냥 노력 과 결과 가 비례 하 는 듣기 좋 은 교양 이 었 다,,,,,,,,,,,,,,
하지만 공수 는 우리 과 의 많 은 전공과목 에서 기초 가 되 니 얻 어 가 는 것 도 많 고 좋 았 음,,,,,,,,,,,,,,
보 니 이해 하고 후반 갈수록 얻 는 것 이 많 았 던 수업 질문 도 잘 받 아 주 시 고 시험 도 예상 보다 ㄴ 쉽 었 다              ,,,,,,,,,,,,,,
그런데 지금 도 기억나 는 것 이 참 많 고 얻 어 가 는 것 많 아서 불만 은 안 하 아 요              ,,,,,,,,,,,,,,
수업 준비 도 완벽 하 게 하 아 오 시 고 불편 하 ㄴ 것 하나 도 없이 수업 내용 이 나 한테 도움 이 많이 되 었 고 대학 에 오 아서 3 년 동안 듣 은 수업 중 에서 가장 듣 을 만 하 ㄴ 수업 이 었 다              ,,,,,,,,,,,,,,
강의 내용 도 풍부 하고 재미있 는데 발음 이 안 좋 으시 어서 강의 력 이 떨어지 ㄴ다는 것 이 가장 아쉽 ..              ,,,,,,,,,,,,,,
"""""""1 학년 수업 보다 부분적 이 ㄴ 내용 을 다루 는 만큼   내용 도 훨씬 깊 고 배우 는 작품 들 도 훨씬 다양 하 아 지 ㅂ니다""""              """,,,,,,,,,,,,,,
"""""""교 필 이 라 꼭 듣 어야 하 는 수업 이 라서 그냥 듣기 에 ㄴ 무난 하 ㄴ데   수업 이 그다지 컴퓨팅 적 사고 를 하 기 에 ㄴ 도움 이 안 되 는 것 이 더 아쉽 ㄴ 수업""""              """,,,,,,,,,,,,,,
심리학 이나 상담학 에 흥미 가 있 다면 좋 은 수업 이나 ... 관심 1 도 없 다면 아주 지루 하 ㄴ 수업 ..              ,,,,,,,,,,,,,,
"""""""강의 와 숙제   쓸데없 는 조 모임 까지 시키 시 지만 이 강의 를 통하 아 무엇 을 배우 었 을까 .. 학점 은 왜 이리 짜 게 주 시 ㄹ 까 의문 이 들 ㅂ니다""""              """,,,,,,,,,,,,,,
