사회 의 성공 하 ㄴ 인사 한 분 을 정하 아서 인터뷰 하 는 것 으로 인생 에서 쉽 게 배우 ㄹ 수 없 는 유익 하 ㄴ 내용 들이 ㅁ,,,,,,,,,,,,,,
"""일단 팀 프로젝트 "," 숙제 없 고 일주일 에 한 번 만 오프라인 수업 이 ㄴ 것 이 가장 크 ㄴ 장점 교수 님 도 내용 깊 게 안 나가 아서 시험 에 부담 도 적 었 음""",,,,,,,,,,,,,,
학점 느 님 까지 는 아니 ㄴ 듯,,,,,,,,,,,,,,
완전 영어 수업 이 라 과목 에 대하 ㄴ 베이스 가 확실 하 거나 영어 잘하 는 것 아니 면 비추,,,,,,,,,,,,,,
2 학년 과목 이 라는 것 이 말 이 안 되 ㄹ 정도 로 ... 그래도 학점 은 잘 채우 어 주 시 는 편 이 기 에 끝나 고 성적 받 아 보 면 위안 이 되 기 는 하 ㅂ니다,,,,,,,,,,,,,,
"""교수 님 특유 의 AH .. AH ... 하 시 는 습관 ", 말 의 속도 ," 이론 이 ㄴ지 생각 하 게 만들 는 어렵 ㄴ 단어 들 과 금융단 어 들 ㄹ""",,,,,,,,,,,,,,
그래도 교수 님 은 메일 로 질문 하 거나 학교 에 찾아오 라는 말씀 을 하 시 ㄴ다,,,,,,,,,,,,,,
학생 들 에게 인턴 과 같 은 기회 가 있 으면 알리 어 주시 기 도 하 ㄴ다,,,,,,,,,,,,,,
물론 학생 들 이 드랍  수강 취소 하 아서 17 명뿐이였 어서 절 평 을 하 아야 하 았 지만 중간 성적 들 이 다 들 매우 안 좋 았 는지 기말 에서 는  문제 를 주시 기 도 하 았 다,,,,,,,,,,,,,,
하 라는 것 은 진짜 많 아서 가끔 귀찮 을 수 있 는데 하 ㄴ 만큼 나오 는 아주 공정하 체계적 이 ㄴ 수업 이 ㅁ,,,,,,,,,,,,,,
교수 님 수업 안 듣 고 도 시험 잘 보 ㄹ 수 있 는 그런 과목,,,,,,,,,,,,,,
교수 님 열 정 진짜 엄청나 시 ㅂ니다,,,,,,,,,,,,,,
그리고  ... 역시 진도 때문 에 뭘 자세히 설명 하 기 보다 는 그냥 빠르 게 넘어가 시 는 편 간혹 중요 하 ㄴ 주제 는 심도 있 게 다루 지만 그 이외 에 것 은 이러 ㄹ 것 면 그냥 빼 버리 지 하 는 수준 으로 가르치 심,,,,,,,,,,,,,,
아 사람 은 좋 은 분 이 심 인자 하 시 고,,,,,,,,,,,,,,
이번 학기 에서 최악 ... 교수 님 이 알 는 것 은 많 아서 좋 음,,,,,,,,,,,,,,
최악 ... 진도 를 위하 ㄴ 수업 ... 중간 기말 댜 합치 어서 프린트 2 천장 은 되 ㄹ 듯,,,,,,,,,,,,,,
수업 시간 에 시 끄 러 울 ㄴ 사람 이 많 아서 매우 불편 하고 그것 ㄹ 교수 님 이 컨트롤 하 지 못하 는 것 이 가장 크 ㄴ 문제점,,,,,,,,,,,,,,
하지만 정작 본인 이 알리 어 주 는 강의 내용 에 ㄴ 10 년 저 는 법 이나 규칙 수두룩 하 ㅁ,,,,,,,,,,,,,,
다 들 처음 그래프 만들 어서 하 는 것 니까 내용 은 틀리 어도 좋 다고 하 시 었 으면서 대체 어떤 것 을 보 고 점수 를 매기 신건 지 ... 저 는 수업 시간 에 한 번 도 졸 거나 하 ㄴ 적 이 없 는데 어떤 기준 으로 태도 점수 도 이 점수 를 주 시 ㄴ 것 이 ㄴ지 모르 겠 네요,,,,,,,,,,,,,,
학생 눈높이 에 맞추 어서 설명 하고 정 수업 시작 하 기 전 에 는 복습 도 항상 하 시 고 중요 하 ㄴ 주제 에 대하 아서 는 반복 하 아서 수업 중 에 학생 들 에게 발 표시 켜 ㄴ다,,,,,,,,,,,,,,
"""교수 님 마이크 도 안 쓰 시 고 목소리 가 작 으시 ㄴ데 "," 이 점 은 오히려 수업 에 집중 하 게 되 어서 좋 았 다""",,,,,,,,,,,,,,
"""교수 님 "," 진짜 저 가 엎드리 어 절 드리 고 싶 을 만큼 인자 하 시 고 잘 가르치 시 ㅂ니다""",,,,,,,,,,,,,,
"""예제 도 자주 칠판 에 풀 어 주 시 는데 굉장히 꼼꼼 하 게 설명 하 아 주 시 어서 "," 그냥 저희 는 가만히 입 만 벌리 고 교수 님 께서 떠먹 여주시 는 밥 을 먹 으면 되 는 것 이 ㅂ니다""",,,,,,,,,,,,,,
"""가끔 질문 을 던지 시 어서 저 를 카오스 로 빠뜨리 시 지만 "," 그래도 허허 웃 으시 면서 답 으로 차근차근 인도 해주시 니 걱정 하 지 않 으시 어도 되 ㅂ니다""",,,,,,,,,,,,,,
"""다만 중간 와 기말 의 범위 가 차이 가 크 고 ", 기말 는 특히 메커니즘 ....... 이 굉장히 많 아서 ," 중간 끝나 자마자 바로 공부 를 하 시 는 것 이 좋 을 것 같 습니다""",,,,,,,,,,,,,,
"""시험 문제 는 이론 을 꼼꼼 하 게 보 아야 하 고 "," 예제 랑 연습 문제 도 어느 정도 푸시 는 것 이 좋 습니다""",,,,,,,,,,,,,,
교수 님 진짜 좋 으시 ㄴ 분 이 시 고 잘 가르치 어 주시 니까 꼭 들 으시 어요,,,,,,,,,,,,,,
교수 님 설명 자체 는 깔끔 하 지만 배경 지식 없 으면 유기 1 모르 면 알아듣 기 힘들 수 있 음,,,,,,,,,,,,,,
과목 자체 가 어렵 ㄴ 것 이 ㄴ지 기말 개 망하 았 는데 성적 은 잘 나오 ㅁ,,,,,,,,,,,,,,
다 들 깔끔 하 다고 하 는데 사실 깔끔 하 다기 보다 핵심 만 읽 고 넘어가 는 것 나 같 은 경우 유기 를 잘 하 아서 성적 을 좋 게 받 았 다 만 ... 유기 를 처음 하 는 친구 들 이 어떤 식 으로 공부 하 거나 어디 가 중요 하 ㄴ지 헤 멜 거 같 은 과목,,,,,,,,,,,,,,
시험지 다 걷 어 가 아서 선배 가 기억나 는 것 말해 주 ㄹ 뿐 .. 심지어 말하 아 주 어도 변형 되 ㅁ,,,,,,,,,,,,,,
교수 님 께서 수업 중 에 은근히 많이 방출 하 시 ㄴ 다 앞자리 에서 들 으면 교수 님 이 더 예쁘 어 하 시 ㅁ,,,,,,,,,,,,,,
"""수 엄 듣 고 혼자 복습 하고 공부 하 지 않 으면 안 되 ㄴ다 ", ," 공부 열심히 하 았 지만 시험 범위 가 방대하 문제 도 어려움 .. 그래도 다 같이 어렵 ㄴ 거라 점수 잘 못 받 아도 성적 은 잘 받 을 수 있 다""",,,,,,,,,,,,,,
어떻하 게 보 면 깔끔 하 게 수업 도 하 시 고 출석 도 항상 정 시 에 딱 부르 시 어서 성적 처리 부분 에 있 어서 는 정갈하 시 ㅂ니다,,,,,,,,,,,,,,
그래도 고등학교 수능 강의 처럼 필기 해주시 고 정리 해주시 고 수업 도 개념 문 풀 ㄹ 반복 하 아 주 시 어서 학생 들 한테 인기 가 많 으시 ㄴ 것 같 습니다,,,,,,,,,,,,,,
교수 님 설명도 잘 해주시 고 학점 도 잘 주 시 어요,,,,,,,,,,,,,,
수업 내용 은 실무 경험 과 우리 가 주변 에서 한 번 쯤 듣 어 보 ㄴ 것 들 을 유통 측면 에서 재해석 하 는 듯 하 ㄴ 흥미 로 울 ㄴ 수업,,,,,,,,,,,,,,
다른 강의 평 말 마따나 주변 에 같이 앉 는 사람 들 이 하 ㄴ 조가 되 고 기말 까지 계속 그 조 와 함께 하 기 때문 에 팀 프로젝트 열심히 하 어 주 는 친구 들 과 앉 기 ㄹ 바람,,,,,,,,,,,,,,
기말 팀 프로젝트 이 사업 계획서 제안 발표 이 ㄴ데 굉장히 많 은 시간 을 뺏 김,,,,,,,,,,,,,,
첫 수업 시 본인 이 앉 은 주변 을 잘 확인 하 아야 하 ㅁ,,,,,,,,,,,,,,
"""교수 님 과 눈 이 많이 마주 치 ㄹ수록 "," 질문 을 많이 하 ㄹ수록 당신 을 기억 하고 계실 것 이 다""",,,,,,,,,,,,,,
"""기말 은 사업 계획서 를 PPT 로 만들 어 발표 하 는 것 이 ㄴ데 "," 학생 들 의 공감 이 매우 높 은 비율 을 차 지 하 기 때문 에 잘 생각하 아 야 하 ㄴ다""",,,,,,,,,,,,,,
"""족 권 명시 하 아야 하 는데 "," 이 때 조원 들 의 합의 로 공헌 도 가 높 은 수 는 으로 이름 을 나열 하 ㄴ다""",,,,,,,,,,,,,,
중간 중간 유익 하 ㄴ 말씀 이나 특강 을 하 아 주 시 어서 좋 았 다,,,,,,,,,,,,,,
나름 그 분야 에 기초 지식 이 있 다면 재미있 게 듣 을 수 있 을 것 이 다,,,,,,,,,,,,,,
"""마케팅 현업 에 종사 하 는 사람 이 라 강의 력 은 확실히 좋 지만 수업 내용 이 넓 지 도 않 고 기말 로 팀 프로젝트 을 ", ,"""",,,,,,,,,,,,,,
기말 조 별 발표 전 까지 는 강의 명에 맞 게 퀄리티 좋 은 강의 를 듣 을 수 있 어서 좋 았 는데 기 말 2 주 우 전쯤 갑자기 조 별 숙제 로 사업 계획서 를 써 오 라는 것 은 좀 그리하 었 다,,,,,,,,,,,,,,
그렇 다고 학문적 으로 배우 ㄹ 수 있 는 사람 이 면 모르 아 출처 도 불분명 하 ㄴ 곳 에서 스크랩 하 아서 강의 하 시 는 분 이 ㅂ니다,,,,,,,,,,,,,,
경영학 과 특유 의 현학적 이 ㄴ 말 들 뱉으 시 면서 설명도 잘 안 덧붙이 시 고 굉장히 시 사 흐름 에 대하 어 주관적 이 ㄴ 의견 을 듣 을 수 있 습니다,,,,,,,,,,,,,,
좋 은 점 만 미치 ㄴ 듯이 조명하 문제점 은 바라보 지 않 는 수업,,,,,,,,,,,,,,
"""뭐 실무적 이 ㄴ 능력 내세우 어서 본인 이 우월 하 다고 주장 하 ㄹ 수 는 있 겠 고 "," 실제 현업 에서 일하 는 분 들 이 오 아서 강연 하 시 기 도 하 았 습니다""",,,,,,,,,,,,,,
교수 님 께서 이론 과 실무적 이 ㄴ 부분 모두 다루 어 주 시 어서 좋 았 음,,,,,,,,,,,,,,
조 별 숙 제 많 지만 교수 님 은 착하 심 재미있 기 도 하 고 나쁘 지만 은 않 은 수업,,,,,,,,,,,,,,
"""초청 강의 하 아 주 시 ㄴ 분 성함 "," 교수 님 직장 명 이런 문제 도 있 기 ㄴ 하 았 지만 그 외 의 문제 에서 점수 얻 어도 충분 하 ㅁ""",,,,,,,,,,,,,,
직장 명 같 은 것 은 수업 시간 에 도 여러 번 이야기 하 아서 듣 을 사람 은 다 들 었 을 듯,,,,,,,,,,,,,,
교수 님 은 좋 았 고 감사 하 게 도 +  채우 어 주심 무엇 ㄴ가 학생 들 을 많이 생각하 아 주 시 는 것 같 아서 좋 았 음,,,,,,,,,,,,,,
아주 아주 별로 이 ㅁ,,,,,,,,,,,,,,
A 는 노력 에 비하 아 쉽 게 받 을 수 있 는 과목 이 라고 모두 가 말 하 ㅂ니다,,,,,,,,,,,,,,
"""물류 유통 에 대하 ㄴ 전반적 이 ㄴ 기초적 이 ㄴ 지식 을 쌓기 좋 았 고 ", 팀 프로젝트 도 힘들 기 는 하 았 지만 ," 고생 스럽 었 지만 보람 은 있 었 음""",,,,,,,,,,,,,,
유통 물류 에 대하 ㄴ 전반적 이 ㄴ 수업 을 하 시 어서 깊 게 들어가 는 부분 은 없 어서 호불호 가 갈리 ㄹ 수 있 다,,,,,,,,,,,,,,
특강 자체 는 수업 시간 에 새롭 ㄴ 내용 을 듣 을 수 있 다는 것 이 나쁘 지 ㄴ 않 았 지만 왜 시험 문제 를 강의 내용 을 더 묻 는 것 이 아니 라 강사 분 이름 을 쓰 라고 내 셨 을까요,,,,,,,,,,,,,,
"""참 "," 시험 나 ㄹ 시험지 뒷면 안 풀 고 교실 밖 으로 나가 았 다가 뒤늦 게 알아채 고 돌아오 ㄴ 사람 한테 풀 던 시험지 다시 돌리 ㄴ 조교 님 은 진짜 제일 이해 가 안 되 네요""",,,,,,,,,,,,,,
출 결 관리 나 수업 진행 면 에서 는 빡빡 하 지 않 으 시 지만 그만큼 기 말 준비 를 열심히 하 아야 하 ㅂ니다 그리고 교수 님 두 번 째 직장 이 그래서 어디 이 시 ㄴ지 아직 도 궁금 하 아요,,,,,,,,,,,,,,
팀 프로젝트 2 번 도 부담 스럽 기 만 하 고 남 는 것 이 없 다,,,,,,,,,,,,,,
