외부 특강 이 그만큼 가치 가 아 있 다면 좋 겠 는데 음주 운전 하 아서 면허 취소 되 었 다는 이야기 를 자랑 스럽 게 하 는 살인미수 범 이 오 아서 자기 인생 강의 하고 기 타 아 치고 노래 부름 .... 박수 치 어  현 타 아 오 아서 ..... 진짜 뼈 빠지 게 돈 벌어 서 자식 새끼 는 돈 갖 다,,,,,,,,,,,,,,
교수 님 이 똑똑 하 다는 것 이 느끼 어 지 ㄴ다 C + + 에 대하 어 어느 정도 알 는 상태 로 수업 을 듣 었 는데 디테일 하 ㄴ 면 을 잘 가르치 어 주 시 어서 도움 이 많이 되 었 고 코딩 능력 뿐 만 아니 라 컴퓨터 내부 구조 와 연관 짓 어 서 설명 하 시 어서 이 하 아 가 아 잘 되 었 다,,,,,,,,,,,,,,
"""유럽 정치 라고 하 아서 단순히 유럽 의 정치제도 나 기구 들 같 은 것 을 배우 는 것 이 아니 라 유럽 을 문명사 적 시각 에서 어떻하 게 바라보 ㄹ 수 있 을지 를 배우 너 어떻하 게 보 면 엄청나 ㄴ 양의 수업 이 되 ㄹ 수 도 "," 어찌 보 면 피상적 이 지 않 고 유럽 에 대하 어 제대로 알 수 있 는 좋 은 강의 라고 도 보 ㄹ 수 있 을 것 같 네요""",,,,,,,,,,,,,,
법대 복전 을 생각 하고 경험 삼 아 듣 어 보 았 는데 교수 님 이 좋 으시 고 많이 배우 어 가 ㄹ 수 있 어서 좋 았 어요              ,,,,,,,,,,,,,,
그런데 지금 도 기억나 는 것 이 참 많 고 얻 어 가 는 것 많 아서 불만 은 안 하 아 요              ,,,,,,,,,,,,,,
초반 에 는 원론적 이 ㄴ 사회학 을 배우 고 뒤 로 갈수록 정신분석학 에 대하 아서 배우 는 강의 로 이런 것 에 관심 이 많 다면 타 전공자 들 도 수 강해 도 좋 을 듯 하 다              ,,,,,,,,,,,,,,
또한 교수 님 께서 전문가 이상 으로 많 은 지식 을 갖추 고 계시 고  또한 훌륭 하 아서 많 은 지식 을 얻 어 가 ㄹ 수 있 음              ,,,,,,,,,,,,,,
교수 님 이 굉장히 좋 으시 ㄴ 분 이 고 시 에 대하 어 조금 이 라도 관심 이 있 다면 얻 어 가 는 것 이 많 은 강의 이 ㅁ              ,,,,,,,,,,,,,,
진짜 많이 배우 어 가 ㄹ 수 있 는 좋 은 교수 님 평소 에 공부 하 게 만들 시 어서 긴장감 있 고 좋 아요              ,,,,,,,,,,,,,,
"""""""수업 에서 특별히 덧붙이 는 내용 없이 강의 자료 대로 수업 을 하 시 고   내용 이 쉽 었 던 것 은 아니 ㄴ데 시험 범위 를 추리 어서 알리 어 주 시 기 때문 에 시험 공부 하 ㄹ 범위 가 많이 줄어들 기 때문 이 ㅂ니다""""              """,,,,,,,,,,,,,,
수업 빡 셈 정도 는 헬 이 라고 생각하 ㄹ 수 있 으나 생산관리 의 진수 를 맛보 고 많 은 것 을 배우 어 가 ㄹ 수 있 는 좋 은 수업              ,,,,,,,,,,,,,,
"""포기자 가 많 았 던 만큼 공부 많이 안 하 어 도 학점 은 잘나 오 았 지만 "," 배우 ㄴ 것 이 없 던 강의 이 ㅂ니다""",,,,,,,,,,,,,,
"""엄마 같 아 ", 아니 ㄴ 것 같 은 데 시험 안 어렵 게 조절 하 아 주 시 고 , 범위 다 알리 어 주 고 ," 수업 도 진짜 인생 에 도움 되 는 얘기 많이 해주시 고 1 학기 수업 중 에 나 가 정 제일 많이 가 았 던 교양 이 ㅁ""",,,,,,,,,,,,,,
뒤 로 갈수록 숙제 가 좀 어렵 ㄹ 수 있 지만 본인 이 열심히 만 하 ㄴ다면 시간 이 걸리 어도 풀어내 ㄹ 수 있 고 학점 잘 받 을 수 있 는 수업 이 에 요 전체적 으로 흥미 롭 고 얻 어 가 는 것 이 많 은 유익 하 ㄴ 수업 이 었 어요,,,,,,,,,,,,,,
.. 얻 어 가 는 것 이 그렇게 많 지 는 않 았 지만 그래도 미래 에 컴퓨터 관련 공부 를 하 면 도움 이 되 는 부분 이 있 을 것 에 요,,,,,,,,,,,,,,
"""그런 부분 에서 교수 님 이 그래도 학생 들 한테 좋 은 얘기 "," 도움 되 는 얘기 해주시 려고 하 는 것 이 눈 에 보이 ㅁ""",,,,,,,,,,,,,,
"""다만 중간 와 기말 의 범위 가 차이 가 크 고 ", 기말 는 특히 메커니즘 ....... 이 굉장히 많 아서 ," 중간 끝나 자마자 바로 공부 를 하 시 는 것 이 좋 을 것 같 습니다""",,,,,,,,,,,,,,
한 학기 동안 많 은 것 을 배우 고 유익 하 게 배우 어 가 았 으나 그 만큼 수업 은 힘들 ㄴ 편 이 었 습니다,,,,,,,,,,,,,,
어찌 되 었 던 힘 들 었 고 걱정 도 많이 하 았 지만 그만큼 남 은 것 도 많 고 생각 보다 좋 은 결과 에 참 뿌듯 하고 기분 좋 은 강의 로 남 겠 네요,,,,,,,,,,,,,,
다만 팀 프로젝트 이 많 고 발표 를 하 아야 하 는 것 이 흠 이 길 ㄴ 한데 어차피 전공 기초 니까 열심히 배우 ㄴ 다 생각 하고 들 으면 얻 어 가 는 것 은 많 아서 좋 아요,,,,,,,,,,,,,,
"""장점 생각 보다 재미있 고 금융 투자 관련 지식 을 얻 어 가 는 것 "," 교수 님 이 알 고 계시 는 것 이 엄청 많 다는 느낌""",,,,,,,,,,,,,,
"""파이 썰 ㄴ 포기자 이 었 는데 씨 언어 가 오히려 더 쉽 었 고 ", 실기 시험 ," 필기시험 모두 배우 ㄴ 내용 을 확인 하 ㄹ 수 있 게 내주 시 어서 씨 언어 기초 를 배우 는 데 도움 이 많이 되 었 습니다""",,,,,,,,,,,,,,
얻 어 가 는 것 이 많 은 수업 발표 랑 질문 이랑 열심히 하 았 고 나름 발표 에 대하 ㄴ 칭찬 도 받 았 다고 생각하 아 서 적어도 A 0 기 는데 기대 보다 는 점수 를 안 주 심 그래도 매주 숙제 하 는 것 빼 면 시험 도 없 고 좋 은 수업,,,,,,,,,,,,,,
그래도 수업 은 재미있 게 진행 하 시 고 적극적 으로 참여 하 시 면 배우 어 가 ㄹ 것 도 많 고 생각 도 많이 하 게 되 는 수업 이 에요,,,,,,,,,,,,,,
본인 이 스파이 나 정보 공작 에 관심 이 많 거나 암기력 좋 은 스타일 이 라면 추천 하 ㅁ,,,,,,,,,,,,,,
진짜 많이 배우 어 가 ㄹ 수 있 는 좋 은 교수 님 평소 에 공부 하 게 만들 시 어서 긴장감 있 고 좋 아요,,,,,,,,,,,,,,
수업 내용 자체 도 배우 ㄹ 것 이 많 지만 교수 님 이 해주시 는 수업 외 이야기 도 재미있 고 배우 ㄹ 점 이 많 음,,,,,,,,,,,,,,
수업 빡 셈 정도 는 헬 이 라고 생각하 ㄹ 수 있 으나 생산관리 의 진수 를 맛보 고 많 은 것 을 배우 어 가 ㄹ 수 있 는 좋 은 수업,,,,,,,,,,,,,,
배우 ㄹ 점 이 많 고 예비 교사 로서 많 은 것 을 생각하 아 보 게 되 는 수업 이 다,,,,,,,,,,,,,,
"""결론 은 공부 하 ㄴ 만큼 성적 이 나오 고 나름 배우 ㄹ 것 이 많 았 던 수업 비록 교수 님 이 이 과목 을 처음 하 시 지만 수업 진행 에 크 ㄴ 무리 도 없 었 고 "," 테스트 해보 는 수업 이 라고 하 기 에 ㄴ 완성도 가 높 은 수업 이 었 던 것 같 다""",,,,,,,,,,,,,,
"""4 저 는 개인적 으로 국제 경영 에 대하 어 많이 배우 ㄴ 것 같 아서 좋 았 는데 "," 호불호 가 많이 갈리 ㄹ 수업 이 라 잘 생각 하 시 고 수강 신청 하 면 좋 을 것 같 아요""",,,,,,,,,,,,,,
팀 프로젝트 이 스트레스 였 길 ㄴ 하지만 전반적 으로 ㄴ 얻 어 가 는 것 이 많 고 편하 았 던 수업,,,,,,,,,,,,,,
본인 이 노력 하 면 좀 더 많 은 것 을 배우 어 가 ㄹ 수 있 는 강의,,,,,,,,,,,,,,
장마 다 연습 문제 를 풀 고 제출 하 는 것 이 거의 거의 매주 있 어 귀찮 지만 공부 하 는데 도움 이 되 어 시험 기간 에 다른 과목 에 비하 아 시간 을 더 투자 하 지 않 아도 좋 았 고 많이 배우 었 던 수업 숙제 도 정밀 채점 에 수업 참여 도 등 정확 하 게 하 시 니 시험 뿐 만 아니 라 다른 것 에 도 집중 필요 하 아요,,,,,,,,,,,,,,
없 는 설명 과 풀이 에 감탄 하 ㄹ 정도 단점 은 학생 들 에 대하 ㄴ 기대감 이 높 으시 어서 기 대치 에 못 미치 면 격 하 아 지 시 고 또 학점 을 박하 게 주 시 ㄴ 다 교수 님 께서 알 는 것 이 많 으시 어서 배우 는 학생 의 입장 에서 ㄴ 벅차 고 힘들 다고 느끼 어 지 ㄹ 수 있 지만 하 ㄴ 학기 버티 고 돌아보 면 아 우리 를 아끼 고 생 각 하 아 주 시 었 구나 깨닫 게 되 ㄴ다 다른 학과 는 수학 과 교수 님 들 이 가르치 어 주시 지만 우리 학과 는 학과 교수 님 께서 직접 가르치 어 주 시 ㄴ다는 것 이 얼마나 크 ㄴ 고마움 이 ㄴ지 후배 들 이 수강 하고 깨 달 았 으면 좋 겠 다,,,,,,,,,,,,,,
