사회 의 성공 하 ㄴ 인사 한 분 을 정하 아서 인터뷰 하 는 것 으로 인생 에서 쉽 게 배우 ㄹ 수 없 는 유익 하 ㄴ 내용 들이 ㅁ,,,,,,,,,,,,,,
온오 프 라 부담 없 고 학점 도 잘 주심,,,,,,,,,,,,,,
시험 도 A 4 한 면 에 컨닝 페이퍼 작성 하 아 오 라 하 시 어서 좋 았 음,,,,,,,,,,,,,,
"""어차피 이 교수 님 의 금융시장 론 이 다시 등장 하 ㄹ 확률 은 0 에 수렴 하 기 때문 에 도움 이 되 ㄹ 지 는 모르 겠 지만 ","""",,,,,,,,,,,,,,
완전 영어 수업 이 라 과목 에 대하 ㄴ 베이스 가 확실 하 거나 영어 잘하 는 것 아니 면 비추,,,,,,,,,,,,,,
이번 학기 가 온라인 수업 이었 어서 오픈 북 시험 가능 이 라 좀 빡 세 었 는데 오프라인 하 면 좀 낫 지 않 을까 싶 음,,,,,,,,,,,,,,
2 학년 과목 이 라는 것 이 말 이 안 되 ㄹ 정도 로 ... 그래도 학점 은 잘 채우 어 주 시 는 편 이 기 에 끝나 고 성적 받 아 보 면 위안 이 되 기 는 하 ㅂ니다,,,,,,,,,,,,,,
"""교수 님 특유 의 AH .. AH ... 하 시 는 습관 ", 말 의 속도 ," 이론 이 ㄴ지 생각 하 게 만들 는 어렵 ㄴ 단어 들 과 금융단 어 들 ㄹ""",,,,,,,,,,,,,,
"""수업 시간 이 매우 길 며 "," 인터넷 강의 라 몰아 들 을 려고 생각하 ㄴ 다면 버리 는 것 을 추천""",,,,,,,,,,,,,,
"""계산 문제 는 당연 하고 그래프 그리 는 문제 등 하 ㄹ 것 이 엄청나 게 많 고 "," 심지어 이론 밖 에 배우 지 않 은 학생 들 에게 해외 신문 기사 를 보 고 분석 하 는 것 또한 시험 문제 로 출제 가 되 s다""",,,,,,,,,,,,,,
물론 학생 들 이 드랍  수강 취소 하 아서 17 명뿐이였 어서 절 평 을 하 아야 하 았 지만 중간 성적 들 이 다 들 매우 안 좋 았 는지 기말 에서 는  문제 를 주시 기 도 하 았 다,,,,,,,,,,,,,,
성실히 공부 를 하 아서 학점 잘 따 고 싶 은 분 에게 만 추천,,,,,,,,,,,,,,
밴드 라는 것 을 이용 하 아서 매주 기사 스크랩 을 시키 고 참 잘 하 았 어 요 를 주 시 ㅂ니다,,,,,,,,,,,,,,
하 라는 것 은 진짜 많 아서 가끔 귀찮 을 수 있 는데 하 ㄴ 만큼 나오 는 아주 공정하 체계적 이 ㄴ 수업 이 ㅁ,,,,,,,,,,,,,,
시험 은 퀴즈 형식 이 ㄴ데 기초 랑 기말 있 음,,,,,,,,,,,,,,
교수 님 수업 안 듣 고 도 시험 잘 보 ㄹ 수 있 는 그런 과목,,,,,,,,,,,,,,
삼 주마 다,,,,,,,,,,,,,,
근데 가르치 시 고자 하 는 양이 많 아서,,,,,,,,,,,,,,
이번 학기 에서 최악 ... 교수 님 이 알 는 것 은 많 아서 좋 음,,,,,,,,,,,,,,
최악 ... 진도 를 위하 ㄴ 수업 ... 중간 기말 댜 합치 어서 프린트 2 천장 은 되 ㄹ 듯,,,,,,,,,,,,,,
수업 시간 에 시 끄 러 울 ㄴ 사람 이 많 아서 매우 불편 하고 그것 ㄹ 교수 님 이 컨트롤 하 지 못하 는 것 이 가장 크 ㄴ 문제점,,,,,,,,,,,,,,
개념 없 는 애 들 도 많 아서 사회 생활 하 다,,,,,,,,,,,,,,
발표 매우 깐깐 하 아서 투자 많이 하 았 는데 차 등 이 별로 없 음,,,,,,,,,,,,,,
혼자 독학 하 ㄴ 학기 이 었 지만 내용 자체 는 도 움 되 ㅁ,,,,,,,,,,,,,,
나 가 얻 어 가 는 것 이 무엇 이 ㄹ까 .. 진지 하 게 나 에게 질문 을 던지 어 보 았 습니다,,,,,,,,,,,,,,
교수 님 이 첫날 때 부터 이 수업 은 출석 만 잘하 고 레포트 베끼 지 않 고 스스로 해보 고 수업 시간 에 배우 ㄴ 내용 대로 만 시험 보 면 학점 잘 받 아 가 ㄹ 수 있 는 수업 이 라고 하 시 었 는데 하 란 대로 하 았 는데 도 학점 은 복 불복 으로 받 아 가 네 요,,,,,,,,,,,,,,
다 들 처음 그래프 만들 어서 하 는 것 니까 내용 은 틀리 어도 좋 다고 하 시 었 으면서 대체 어떤 것 을 보 고 점수 를 매기 신건 지 ... 저 는 수업 시간 에 한 번 도 졸 거나 하 ㄴ 적 이 없 는데 어떤 기준 으로 태도 점수 도 이 점수 를 주 시 ㄴ 것 이 ㄴ지 모르 겠 네요,,,,,,,,,,,,,,
유기화 학 1 을 수강 하 았 다 면 독학 으로 하 어 도 크 ㄴ 지장 없 는 정도 의 내용,,,,,,,,,,,,,,
"""교수 님 마이크 도 안 쓰 시 고 목소리 가 작 으시 ㄴ데 "," 이 점 은 오히려 수업 에 집중 하 게 되 어서 좋 았 다""",,,,,,,,,,,,,,
교수 님 이 잘 가르치 어 주 시 어서 이 하 아 가 아 잘 되 었 습니다,,,,,,,,,,,,,,
"""교수 님 "," 진짜 저 가 엎드리 어 절 드리 고 싶 을 만큼 인자 하 시 고 잘 가르치 시 ㅂ니다""",,,,,,,,,,,,,,
PPT 중간 중간 에 올리 시 는 여행 사진 들 도 보 면서 마음 의 정갈 해지 는 기분 을 느끼 시 ㄹ 수 있 습니다,,,,,,,,,,,,,,
"""다만 중간 와 기말 의 범위 가 차이 가 크 고 ", 기말 는 특히 메커니즘 ....... 이 굉장히 많 아서 ," 중간 끝나 자마자 바로 공부 를 하 시 는 것 이 좋 을 것 같 습니다""",,,,,,,,,,,,,,
"""기 출 문제 를 풀 면 도움 은 확실히 되 지만 "," 기 출 대로 똑같이 나오 지 않 으니까 그 점 유의 하 시 었 으면 좋 겠 습니다""",,,,,,,,,,,,,,
교수 님 설명 자체 는 깔끔 하 지만 배경 지식 없 으면 유기 1 모르 면 알아듣 기 힘들 수 있 음,,,,,,,,,,,,,,
다 들 깔끔 하 다고 하 는데 사실 깔끔 하 다기 보다 핵심 만 읽 고 넘어가 는 것 나 같 은 경우 유기 를 잘 하 아서 성적 을 좋 게 받 았 다 만 ... 유기 를 처음 하 는 친구 들 이 어떤 식 으로 공부 하 거나 어디 가 중요 하 ㄴ지 헤 멜 거 같 은 과목,,,,,,,,,,,,,,
온라인 강의 는 매주 빠지지 않 고 듣 는 것 이 좋 고 필기 무조건 해라,,,,,,,,,,,,,,
시험 은 딱 보 면 그냥 쉽 ㄴ 문제 같 은 데 막상 자세히 보 면 조금 어렵 ㄴ,,,,,,,,,,,,,,
내용 자체 가 외 울 게 많 아서 힘들 수 있 음,,,,,,,,,,,,,,
하지만 저 가 수업 을 들 으러 온건 지 교재 요약 강의 를 들 으러 온건 지 모르 겠 습니다,,,,,,,,,,,,,,
그래도 고등학교 수능 강의 처럼 필기 해주시 고 정리 해주시 고 수업 도 개념 문 풀 ㄹ 반복 하 아 주 시 어서 학생 들 한테 인기 가 많 으시 ㄴ 것 같 습니다,,,,,,,,,,,,,,
어렵 어 어어 어엉 듣 는 인원 이 적 어서 다 채우 어 주 기 ㄴ 하 는데 생각 보다 성적 받 기 힘들 어여,,,,,,,,,,,,,,
수업 내용 은 실무 경험 과 우리 가 주변 에서 한 번 쯤 듣 어 보 ㄴ 것 들 을 유통 측면 에서 재해석 하 는 듯 하 ㄴ 흥미 로 울 ㄴ 수업,,,,,,,,,,,,,,
기말 팀 프로젝트 이 사업 계획서 제안 발표 이 ㄴ데 굉장히 많 은 시간 을 뺏 김,,,,,,,,,,,,,,
하지만 유통 물류 쪽 에 관심 이 조금 이 라도 있 으면 매우 흥미 롭 고 나름 유통 이 어떤 것 이 ㄴ지 가 ㅁ,,,,,,,,,,,,,,
과 동시 에 적당히 필기 하 며 수업 들 을 것 을 추천 하 ㄴ다,,,,,,,,,,,,,,
랄 것 도 없 지만 적당히 키워드 와 그것 이 무엇 을 뜻 하 는 지만 알 정도 면 중간 는 OK 다,,,,,,,,,,,,,,
"""족 권 명시 하 아야 하 는데 "," 이 때 조원 들 의 합의 로 공헌 도 가 높 은 수 는 으로 이름 을 나열 하 ㄴ다""",,,,,,,,,,,,,,
"""교수 님 께 기억 이 남 는 사람 이 라면 어 지간 히 말 도 안 되 는 답변 이 아니 ㄴ 이상 중간 주관식 시험 이나 "," 기말 발표 에 있 어서 + 가 되 ㄹ지언정 - 가 되 지 ㄴ 않 는 것 같 다""",,,,,,,,,,,,,,
중간 중간 유익 하 ㄴ 말씀 이나 특강 을 하 아 주 시 어서 좋 았 다,,,,,,,,,,,,,,
나름 그 분야 에 기초 지식 이 있 다면 재미있 게 듣 을 수 있 을 것 이 다,,,,,,,,,,,,,,
"""마케팅 현업 에 종사 하 는 사람 이 라 강의 력 은 확실히 좋 지만 수업 내용 이 넓 지 도 않 고 기말 로 팀 프로젝트 을 ", ,"""",,,,,,,,,,,,,,
자유 전공 1 학년 생 에게 하 ㄴ 학기 배우 ㄴ 지식 만 으로 2 주 우 만 에 사업 계획서 를 써 오 라는 것 은 많 은 것 을 바라 ㄴ 것 이 아니 ㄴ가 싶 다,,,,,,,,,,,,,,
경영학 과 특유 의 현학적 이 ㄴ 말 들 뱉으 시 면서 설명도 잘 안 덧붙이 시 고 굉장히 시 사 흐름 에 대하 어 주관적 이 ㄴ 의견 을 듣 을 수 있 습니다,,,,,,,,,,,,,,
아무것 도 모르 는 1 학년 이 들 으면 오 그럴싸하 ㄴ 버블 같 은 강의 ...,,,,,,,,,,,,,,
그러 다가 성적 줄 세우 기 어렵 어 지 니까 팀 별 로 공헌 도 등 수 세우 어서 멀쩡 하 던 팀 분위기 다 망치 어 놓 고,,,,,,,,,,,,,,
분명 좋 은 자리 좋 은 경험 이 ㄴ 것 은 맞 아요,,,,,,,,,,,,,,
수업 과 강의 는 매우 괸찮 ,,,,,,,,,,,,,,
조 별 숙 제 많 지만 교수 님 은 착하 심 재미있 기 도 하 고 나쁘 지만 은 않 은 수업,,,,,,,,,,,,,,
다른 수업 에 비하 아 부담 이 적 었 고 배경 지식 이 영향 을 끼치 는 타 과목 들 과 달리 딱 노력 만큼 성적 을 받 을 수 있 었 다,,,,,,,,,,,,,,
"""초청 강의 하 아 주 시 ㄴ 분 성함 "," 교수 님 직장 명 이런 문제 도 있 기 ㄴ 하 았 지만 그 외 의 문제 에서 점수 얻 어도 충분 하 ㅁ""",,,,,,,,,,,,,,
직장 명 같 은 것 은 수업 시간 에 도 여러 번 이야기 하 아서 듣 을 사람 은 다 들 었 을 듯,,,,,,,,,,,,,,
수업 내용 은 전반적 으로 얕 게 훑 는 수준 이 라 교양 같 은 느낌 이 었 음,,,,,,,,,,,,,,
평소 에 배우 ㄴ 적 도 없 고 관심 도 없 는 분야 이 었 지만 부담 없이 들 었 다,,,,,,,,,,,,,,
팀 프로젝트 이 많 고 중간 시험 없이 기말 을 보 기 때문 에 시험 범위 가 많 음,,,,,,,,,,,,,,
"""진짜 ICT 유통 물류 융합 으로 선택 하 려는 사람 "," 그거 랑 관련 되 ㄴ 학과 가 려는 사람 들 이 들 어 보고 자기 랑 맞 는지 아니 ㄴ지 생각하 아 보 기 좋 은 수업 이 ㅁ""",,,,,,,,,,,,,,
교수 님 은 좋 았 고 감사 하 게 도 +  채우 어 주심 무엇 ㄴ가 학생 들 을 많이 생각하 아 주 시 는 것 같 아서 좋 았 음,,,,,,,,,,,,,,
가산점 은 약간 교수 님 마음대로 주 는 듯 하 ㄴ 느낌 이 어서 ... 자신 이 받 았 는지 안 받 았 는지 알 수도 없 음,,,,,,,,,,,,,,
... 수업 내용 은 나쁘 지 않 고 시험 은 단답 에 약서 술 1 문제 가 음 ... 수업 내용 도 나오 고 특이 하 ㄴ 내용 도 나오 고 뭐 .. 공부 하 기 어렵 지 는 않 음,,,,,,,,,,,,,,
"""강의 력 은 나쁘 지 않 으나 "," 시험 문제 가 참 더러움""",,,,,,,,,,,,,,
"""물류 유통 에 대하 ㄴ 전반적 이 ㄴ 기초적 이 ㄴ 지식 을 쌓기 좋 았 고 ", 팀 프로젝트 도 힘들 기 는 하 았 지만 ," 고생 스럽 었 지만 보람 은 있 었 음""",,,,,,,,,,,,,,
유통 물류 에 대하 ㄴ 전반적 이 ㄴ 수업 을 하 시 어서 깊 게 들어가 는 부분 은 없 어서 호불호 가 갈리 ㄹ 수 있 다,,,,,,,,,,,,,,
특강 자체 는 수업 시간 에 새롭 ㄴ 내용 을 듣 을 수 있 다는 것 이 나쁘 지 ㄴ 않 았 지만 왜 시험 문제 를 강의 내용 을 더 묻 는 것 이 아니 라 강사 분 이름 을 쓰 라고 내 셨 을까요,,,,,,,,,,,,,,
출 결 관리 나 수업 진행 면 에서 는 빡빡 하 지 않 으 시 지만 그만큼 기 말 준비 를 열심히 하 아야 하 ㅂ니다 그리고 교수 님 두 번 째 직장 이 그래서 어디 이 시 ㄴ지 아직 도 궁금 하 아요,,,,,,,,,,,,,,
강의 내용 은 그냥 전반적 으로 훑 는 내용 이 어서 남 는 것 이 없 다,,,,,,,,,,,,,,
팀 프로젝트 2 번 도 부담 스럽 기 만 하 고 남 는 것 이 없 다,,,,,,,,,,,,,,
’ 이런 것 이 시험 문제 에 나오 ㄴ 다 아무리 시험 에 낼 문제 가 없 어도 진짜 성의 없 고 강의 듣 은 것 에 대하 어 회의 감 느끼 었 다,,,,,,,,,,,,,,
진짜 충격 ...,,,,,,,,,,,,,,
외부 특강 이 그만큼 가치 가 아 있 다면 좋 겠 는데 음주 운전 하 아서 면허 취소 되 었 다는 이야기 를 자랑 스럽 게 하 는 살인미수 범 이 오 아서 자기 인생 강의 하고 기 타 아 치고 노래 부름 .... 박수 치 어  현 타 아 오 아서 ..... 진짜 뼈 빠지 게 돈 벌어 서 자식 새끼 는 돈 갖 다,,,,,,,,,,,,,,
강의 스타일 은 재미있 지만 딱히 뭘 배우 고자 하 는지 는 잘 모르 겠 음,,,,,,,,,,,,,,
교수 님 열정적 이 시 고 재미있 으시 ㄴ 편 그러나 조 별 모임 2 번 이 있 는데 비율 이 꽤 나 높 고 준비 하 는 시간 이 오래 걸리 어서 ,,,,,,,,,,,,,,
팀 프로젝트 이 중간 이 기 ㄴ 하지만 딱히 준비 하 는데 오래 걸리 지 않 고 수업 내용 도 어렵 지 않 게 듣 을 만 하 ㅁ,,,,,,,,,,,,,,
"""교수 님 이 자랑 을 많이 하 시 지만 다른 사람 들 이 생각 못 하 았 던 관점 "," 방식 등 을 배우 ㄹ 수 있 어서 좋 았 다""",,,,,,,,,,,,,,
"""수업 내용 과 시험 이 관계없 는 내용 이 많 아서 아쉽 기 도 하지만 "," 그래서 다른 수업 에서 ㄴ 듣 을 수 없 는 내용 들 이 많 아 좋 기 도 하 았 다""",,,,,,,,,,,,,,
과 연 이번 강의 를 듣 은 학우 들 중 교수 님 을 평가 하 ㄹ 능력 이 있 는 사람 이 몇 이나 되 ㄹ 지 의 문,,,,,,,,,,,,,,
개인적 으로 는 아주 재미있 게 들 었 던 수업 이 ㄴ데 모든 강의 평 에서 아주 강하 ㄴ 혹평 을 하 길래 안타깝 ㄴ 마음 에 강의 평 을 쓰 ㅁ,,,,,,,,,,,,,,
나 한테 이 수업 이 어떤 의미 가 있 었 냐면 유통 물류 라는 분야 에 크 ㄴ 흥미 를 갖 게 하 고 진로 를 진지 하 게 고민하 만들 어 주 ㄴ 수업 이 ㅁ,,,,,,,,,,,,,,
물론 수업 의 내용 이 시험 이랑 상관 없 는 부분 이 굉장히 많 기 는 하 았 지만 교과서 와 인터넷 검색 등 으로 는 쉽 게 접하 ㄹ 수 없 는 이야기 들 을 많이 하 아 주 시 었 음,,,,,,,,,,,,,,
반면 크 ㄴ 규모 의 강의 이 었 고 이 수업 에 매력 을 느끼 지 못 하 ㄴ 수강 생 들 도 그만큼 이나 꽤 나 많 은 편 이 었 기에 수업 분위기 는 굉장히 개판 이 었 음,,,,,,,,,,,,,,
다음 강의 규모 는 어떻 ㄹ지 모르 겠 지만 이번 학기 와 같이 크 ㄴ 큐 모라 면 수업 을 열심히 듣 고자 하 는 학생 에게 ㄴ 심각 하 ㄴ 문제 가 되 ㄹ 수 있 음,,,,,,,,,,,,,,
"""유통 물류 ", 마케팅 ," 경영 과 같 은 분야 에 관심 이 있 다면 충분히 듣 을 만 하 ㄴ 수업 이 라 생각 하 ㅁ""",,,,,,,,,,,,,,
학점 을 떠나 서 마음 만 먹 는 다면 중 고등학교 에서 ㄴ 듣 을 수 없 었 던 다양 하 ㄴ 내용 을 접하 며 시야 를 넓히 ㄹ 수 있 다고 나 는 믿음,,,,,,,,,,,,,,
