....... 많이 배워가 여 ...,,,,,,,,,,,,,,
수업 내용 에서 도 문제 가 출제 되 기 되 기 때문 에 잘 듣 자,,,,,,,,,,,,,,
PPT 중간 중간 에 올리 시 는 여행 사진 들 도 보 면서 마음 의 정갈 해지 는 기분 을 느끼 시 ㄹ 수 있 습니다,,,,,,,,,,,,,,
교수 님 께서 수업 중 에 은근히 많이 방출 하 시 ㄴ 다 앞자리 에서 들 으면 교수 님 이 더 예쁘 어 하 시 ㅁ,,,,,,,,,,,,,,
"""교수 님 과 눈 이 많이 마주 치 ㄹ수록 "," 질문 을 많이 하 ㄹ수록 당신 을 기억 하고 계실 것 이 다""",,,,,,,,,,,,,,
처음 모이 ㄴ 조가 기말 숙제 까지 가 니 신 중하 시 기 ㄹ ..,,,,,,,,,,,,,,
수업 이 경영 관련 주제 의 테드 를 보 는 기분 이 었 음,,,,,,,,,,,,,,
유통 에 대하 ㄴ 흥미 가 오히려 더 떨어지 었 다,,,,,,,,,,,,,,
"""물류 유통 에 대하 ㄴ 전반적 이 ㄴ 기초적 이 ㄴ 지식 을 쌓기 좋 았 고 ", 팀 프로젝트 도 힘들 기 는 하 았 지만 ," 고생 스럽 었 지만 보람 은 있 었 음""",,,,,,,,,,,,,,
유통 물류 에 대하 ㄴ 전반적 이 ㄴ 수업 을 하 시 어서 깊 게 들어가 는 부분 은 없 어서 호불호 가 갈리 ㄹ 수 있 다,,,,,,,,,,,,,,
강의 내용 은 그냥 전반적 으로 훑 는 내용 이 어서 남 는 것 이 없 다,,,,,,,,,,,,,,
팀 프로젝트 2 번 도 부담 스럽 기 만 하 고 남 는 것 이 없 다,,,,,,,,,,,,,,
그리고 출 튀 도 매우 많 음,,,,,,,,,,,,,,
외부 특강 이 그만큼 가치 가 아 있 다면 좋 겠 는데 음주 운전 하 아서 면허 취소 되 었 다는 이야기 를 자랑 스럽 게 하 는 살인미수 범 이 오 아서 자기 인생 강의 하고 기 타 아 치고 노래 부름 .... 박수 치 어  현 타 아 오 아서 ..... 진짜 뼈 빠지 게 돈 벌어 서 자식 새끼 는 돈 갖 다,,,,,,,,,,,,,,
수업 내용 도 재미있 습니다,,,,,,,,,,,,,,
"""교수 님 이 자랑 을 많이 하 시 지만 다른 사람 들 이 생각 못 하 았 던 관점 "," 방식 등 을 배우 ㄹ 수 있 어서 좋 았 다""",,,,,,,,,,,,,,
애초 에 강의 에 귀 기울이 지 도 않 으면서 교수 님 의 강의 력 을 평가 하 는 것 자체 가 웃기 다,,,,,,,,,,,,,,
개인적 으로 는 아주 재미있 게 들 었 던 수업 이 ㄴ데 모든 강의 평 에서 아주 강하 ㄴ 혹평 을 하 길래 안타깝 ㄴ 마음 에 강의 평 을 쓰 ㅁ,,,,,,,,,,,,,,
쓰레기 수업 대충 하 고 자기 맘대로 문제 내 ㅁ,,,,,,,,,,,,,,
개인적 으로 는 새롭 ㄴ 분야 공부 하고 지식 쌓 는 것 같 아서 좋 았 음,,,,,,,,,,,,,,
+ 논문 에 76 편 이 ㄴ가 이름 이 올라가 있 으시 ㄴ 나 도 전도 유망 하 시 ㄴ .. 강의 력 에 대하 아서 매우 걱정 하 았 으나 .. 시간 이 지나 면 지나 ㄹ수록 걱정 사라지 었 음,,,,,,,,,,,,,,
우선 수업 이 깔끔 하 시 ㅂ니다,,,,,,,,,,,,,,
양태욱 교수 님 은 학점 느 님 그 자체 이 ㅂ니다,,,,,,,,,,,,,,
수업 은 책 을 그대로 짚 어 주 는 식 이 어서 그렇게 열심히 알 ㄴ 들 었 지만 혼자 공부 하 아도 충분 하 았 고 교수 님 이 좋 으시 ㄴ 분 이 었 음,,,,,,,,,,,,,,
안 좋 은 점 은 시험 이 기말 1 번 이 어서 집중 하 아서 잘 보 시 어야 하 아요,,,,,,,,,,,,,,
기말 은 자 ㄹ 모르 겠 지만 .. 책 만 읽 어 주 시 어서 공부 는 자기 혼자 하 는 것 이 나 은 과목 ..,,,,,,,,,,,,,,
수업 잘 가르치 어 주 시 고 시험 1 차 쉽 고 2 차 3 차로 갈수록 어렵 ㄴ .. 분명히 3 차 쉽 ㄹ 끄 어라 하 시 었 는데 속 지 말 으시 어요,,,,,,,,,,,,,,
정리 하 자면 공부 하 기 에 는 좋 은 수업 이나 학점 따 기 는 어렵 다,,,,,,,,,,,,,,
수업 자체 는 평이 하 ㄴ 것 같 아요,,,,,,,,,,,,,,
완전 잘 가르치 어 주심,,,,,,,,,,,,,,
수업 열심히 들 으면 배우 는 것 도 많 고 점수 도 잘 받 을 수 있 음,,,,,,,,,,,,,,
그리고 개인적 으로 질문 가 면 잘 받 아 주 시 고 친절 하 시 다,,,,,,,,,,,,,,
수업 은 정석 미시 경제학 수업 이 라고 보 ㄹ 수 있 다,,,,,,,,,,,,,,
약간 어렵 ㄹ 수 있 으나 노력 말 ㄴ 하 ㄴ다면 많 은 것 을 얻 어 가 ㄹ 수 있 는 수업,,,,,,,,,,,,,,
교수 님 은 좋 으시 ㄴ 분 같 았 지만 ... 수업 은 별로 ... 미시 가 원래 어렵 ㄴ 과목 이 ㄴ데 설명 이 더 어렵 었 다,,,,,,,,,,,,,,
진짜 내가 아 듣 은 전공 중 가장 얻 어 가 는 것 이 없 었 던 수업,,,,,,,,,,,,,,
미시 경제학 을 제대로 배우 ㄹ 수 있 다는 점 은 평균,,,,,,,,,,,,,,
무엇 보다 실질적 으로 회로 의 마지막 강의 라 그런 것 이 ㄴ지 이번 에 다 들 열심히 하 았 던 것 이 ㄴ지 이제껏 다른 강의 보다 학점 도 관 대하 게 주심,,,,,,,,,,,,,,
강의 도 잘 하 시 고 교과 외적 으로 좀 더 심도 있 는 내용 도 다루 어 주 시 ㅂ니다,,,,,,,,,,,,,,
얻 는 거기 아무것 도 없 는 강의 이 ㅂ니다,,,,,,,,,,,,,,
스포츠 의 산업적 측면 을 배우 어서 유익 하 ㅂ니다,,,,,,,,,,,,,,
비 예상 하 아 는 데 A 가 나오 아 버렷 ,,,,,,,,,,,,,,
강의 4 번 듣 고 취소 기간 에 드랍 ,,,,,,,,,,,,,,
파이 썰 ㄴ 좀 열심히 공부 하 면 학점 잘 받 을 수 있 어요,,,,,,,,,,,,,,
교수 님 이 똑똑 하 다는 것 이 느끼 어 지 ㄴ다 C + + 에 대하 어 어느 정도 알 는 상태 로 수업 을 듣 었 는데 디테일 하 ㄴ 면 을 잘 가르치 어 주 시 어서 도움 이 많이 되 었 고 코딩 능력 뿐 만 아니 라 컴퓨터 내부 구조 와 연관 짓 어 서 설명 하 시 어서 이 하 아 가 아 잘 되 었 다,,,,,,,,,,,,,,
"""파이 썰 ㄴ 포기자 이 었 는데 씨 언어 가 오히려 더 쉽 었 고 ", 실기 시험 ," 필기시험 모두 배우 ㄴ 내용 을 확인 하 ㄹ 수 있 게 내주 시 어서 씨 언어 기초 를 배우 는 데 도움 이 많이 되 었 습니다""",,,,,,,,,,,,,,
"""C + + 잘 모르 았 는데 많이 "," 잘 배우 어 가 ㄹ 수 있 었 음""",,,,,,,,,,,,,,
지금 까지 들 었 던 수업 중 에서 제일 마음 에 들 는 수업 중 하나,,,,,,,,,,,,,,
코딩 을 잘 모르 시 는 1 학년 분 들 은 많이 배우 ㄹ 수 있 는 기회 이 ㄹ 것 이 에요,,,,,,,,,,,,,,
교수 님 께서 매번 학생 들 눈높이 에 맞추 어서 생각하 아 주 시 고 학생 들 이 미래 에 더 나 은 방향 으로 나아가 도록 도움 을 주기 위하 아 노력 하 시 는 모습 이 돋 보이 어서 좋 았 습니다,,,,,,,,,,,,,,
수업 아니 더라도 살아가 면서 필요 하 ㄴ 말씀 들 도 해주시 고 여러모로 도움 이 많이 되 었 습니다,,,,,,,,,,,,,,
교수 님 께서 수업 도 잘 해주시 는데 다른 도움 되 는 이야기 도 많이 하 아 주 시 어요,,,,,,,,,,,,,,
시 사적 이 ㄴ 이야기 를 굉장히 많이 해주시 는데 싫 은 사람 은 싫 을 수 도 있 지만 저 는 유익 하 게 느끼 었 습니다,,,,,,,,,,,,,,
덕분 에 C 언어 를 굉장히 재미있 게 배우 ㄴ 것 같 아요,,,,,,,,,,,,,,
숙제 도 쉽 ㄴ 편,,,,,,,,,,,,,,
최고 의 수업 이 ㅂ니다,,,,,,,,,,,,,,
강사 님 이 학생 들 어렵 어 하 는 것 을 잘 알 고 강의 하 시 는 것 같 아 좋 다,,,,,,,,,,,,,,
그러나 프로그래밍 은 강사 의 실력 보다 ㄴ 수강 생 의 노력 이 더 중요 하 ㄴ 듯 하 니 좋 은 점수 를 받 으려면 노력 을 많이 하 아야 하 ㄴ다,,,,,,,,,,,,,,
그 의 노력 과 천부적 이 ㄴ 성격 이 만나 서 어떠 하 ㄴ 이론적 수업 의 공과 상반 을 만들 어 내 었 고 이 는 학생 들 에게 도 적용 되 었 을 것 이 다,,,,,,,,,,,,,,
"""첫 번 째 로 는 수업 의 내용 이 좋 고 유익 하 아서 열심히 듣 게 되 는 수업 이 고 "," 두 번 째 는 수업 의 질 은 상당히 떨어지 지만 교수 님 한테 찍히 면 큰일 나 ㄹ 것 같 아서 어쩌 ㄹ 수 없이 열심히 듣 게 되 는 수업 이 다""",,,,,,,,,,,,,,
광진 띠 .. 강의 는 좋 았 으나 시험 성적 에 까지 인성 좋 으시 ㄴ 것 을 보이 어 주어지 ㄴ 말 아 주 시 어요,,,,,,,,,,,,,,
수업 은 꿀 이 지만,,,,,,,,,,,,,,
#NAME?,,,,,,,,,,,,,,
시험 자체 가 수업 에서 만 나오 고 수업 이 매우 유쾌 하 다,,,,,,,,,,,,,,
성적 을 떠나 서 얻 어 가 는 느낌 이 있 음,,,,,,,,,,,,,,
마지막 강의 만 들 으면 되 ㄹ 듯,,,,,,,,,,,,,,
많이 배우 었 고 강의 도 좋 았 지만 그만큼 시험 어렵 고 깐깐 하 시 ㄴ 듯,,,,,,,,,,,,,,
강의 는 완벽 하 지만 시험 의 난이도 는 극악 이 ㅂ니다,,,,,,,,,,,,,,
1 교시 라 힘들 어 뒤지 ㄹ 것 같 았 지만 수업 도 열심히 듣 게 되 고 즐겁 었 어요,,,,,,,,,,,,,,
하지만 시험 진짜 진짜 어려움 공부 많이 하 아야 되 ㅁ,,,,,,,,,,,,,,
시험 은 다소 배우 는 내용 에 비하 아 어렵 고 나 를 컴 파일 러 로 만 드리 어 고 이러 는 것 이 ㄴ가 싶 을 정도 로 문제 가 더럽 지만 수업 그 자체 로 는 그것 보다 얻 어 가 는 것 이 많 다고 느끼 어 지 는 수업,,,,,,,,,,,,,,
학생 들 미래 에 대하 아서 도 진지 하 게 조언 해주시 고 뭘 어떻하 게 공부 하 면 좋 을지 같이 고민 하 아 주 시 어서 좋 았 어요,,,,,,,,,,,,,,
일단 진심 으로 학생 드링 잘 되 기 ㄹ 바라 시 는 것 이 느끼 어 지 ㅂ니다,,,,,,,,,,,,,,
수업 열심히 해주시 고 강의 력 도 좋 다,,,,,,,,,,,,,,
좋 으시 ㄴ 교수 님 이 고 수업 도 잘 하 시 어요,,,,,,,,,,,,,,
말 로 만 듣 었 는데 실제로 강의 들 어 보 니 킹 가 아 맞 음,,,,,,,,,,,,,,
"""C 강의 교내 1 탑 .. 단 "," 본인 이 C 언어 못하 면 답 없 음""",,,,,,,,,,,,,,
에 타 강평 보고 익수 님 수업 듣 은 것 이 ㄴ데 진짜 선택 자 ㄹ 하 ㄴ 것 같 아요,,,,,,,,,,,,,,
시험 은 2 번 다 필기 로 시험 봄 플밍  종이 로 시험 보 니까 매우 헷갈리 ㅁ,,,,,,,,,,,,,,
"""숙제 는 시험 전 에 주 시 는데 "," 시험 문제 에 그대로 나오 기 도 하 므로 꼭 꼭 직접 하 시 고 방법 을 외 우 시 어야 하 ㅂ니다""",,,,,,,,,,,,,,
교재 를 무척 쉽 고 이해 잘 되게 구성 되 ㄴ 것 을 쓰 시 어서 초심자 에게 좋 아요,,,,,,,,,,,,,,
을 보이 는 글 미 프로그래밍 교수 님 과 는 다르 게 강의 도 시험 도 무난 무난,,,,,,,,,,,,,,
C 언어 등 다른 언어 를 미리 배우 어 두 ㄹ 경우 수업 을 쉽 게 따라가 ㄹ 수 있 지만 컴퓨터 와 인연 이 없 는 경우 는 매우 힘들 어 지 ㄹ 수 도 있 습니다,,,,,,,,,,,,,,
약간 졸리 기 도 하 았 지만 좋 았 습니다,,,,,,,,,,,,,,
핸드폰 자는 것 허용 하 지 않 지만 강의 는 잘 하 아 주 시 ㅁ,,,,,,,,,,,,,,
전체적 으로 괜찮 기 는 하 았 는데 남 는 것 은 많이 없 었 던 강의,,,,,,,,,,,,,,
"""이론 시간 에 는 객 체지 향 언어 의 이론 을 배우 고 "," 실습 시간 에 는 자바 를 이용 하 아 이론 을 실습""",,,,,,,,,,,,,,
시험 은 약술 형 이 에 요 책 많이 보 고 실습 많이 해보면 잘 나오 아요,,,,,,,,,,,,,,
잘 하 ㄴ다는 것 이 남 들 예제 2 번 풀 때 5 번 푸 는 수준 이 어야 하 ㅁ,,,,,,,,,,,,,,
"""교수 님 강의 는 솔직히 이해 가 잘 안 되 고 "," 본인 실수 도 많 으시 어서 따라가 다가 화병 남""",,,,,,,,,,,,,,
수업 외 의 이야기 가 도움 되 ㄴ다,,,,,,,,,,,,,,
교수 님 자체 는 착하 시 ㄴ 분 이 ㄴ데 수업 이 진짜 1 도 안착 하 니까 그 부분 은 각오 하고 듣 으시 시 어야 하 ㅁ,,,,,,,,,,,,,,
숙제 하 면서 실력 이 늘 음,,,,,,,,,,,,,,
숙제 개인 프로젝트 시험 어느 하나 쉽 ㄴ 것 없이 시간 을 엄청 쏟 아 붓 어 야 하 ㅁ,,,,,,,,,,,,,,
부족 하 ㄴ 내용 은 연장 을 하 아서 라도 강의 하 아 주 시 ㅂ니다,,,,,,,,,,,,,,
빡 쎄 길 ㄴ 하 ㄴ데 수업 의 질 이 개 좋 기 는 하 ㅁ,,,,,,,,,,,,,,
얻 는 것 이 많 음,,,,,,,,,,,,,,
마지막 특강 하 아 주 시 ㄴ 것 이 도움 많이 되 ㄴ 듯,,,,,,,,,,,,,,
수업 이래 보 아야 강의 자료 한 번 읽 어 주 는 듯 하 ㄴ 이론 수업 과 실습 보 고 따르 아 하 는 것 뿐 이 라 사실 상 그냥 타자 연습 하 는 기분 이 고,,,,,,,,,,,,,,
강의 수준 이 높 고 실력 있 는 교수 라는 점 은 대부분 동의 하 지만 2 학년 학부 생 이 받아들이 기 에 ㄴ 높 은 클라스 의 강의 라고 생각하 ㄴ 다,,,,,,,,,,,,,,
출 결 열심히 하 고 시험 0 점 이 ㄴ 것 하나 도 없 는데 F 주심,,,,,,,,,,,,,,
이 것 A + 받 은 사람 이 있 기 는 하 ㄹ까 .... 상 평이 이득 이 ㄹ 것 같 은 과목,,,,,,,,,,,,,,
본인 한테 도움 은 되 ㄹ 것 이 ㅂ니다,,,,,,,,,,,,,,
내용 은 알차 고 배우 는 양은 많 고 숙제 도 많 아 직접 하 아 보 ㄹ 수 있 다,,,,,,,,,,,,,,
.. 절대 .. 시험 문제 는 답 없 어 배우 ㄴ 내용 은 써먹 을 수 가 없 다,,,,,,,,,,,,,,
일단 도망치 는 것 이 좋 다고 생각 하 ㅁ,,,,,,,,,,,,,,
등 많 은 어록 과 제스 쳐가 있 지만 무엇 보다,,,,,,,,,,,,,,
"""많 은 것 을 알리 어 주 우 실리 어 하 는 것 같 기 는 한데 ", , ," 그 욕심 이 과 하 시 ㅁ""",,,,,,,,,,,,,,
관심 도 없 고 대학 오 아서 처음 접하 아 보 는 과목 치고 는 빡 세 고 범위 도 넓 음,,,,,,,,,,,,,,
딴 얘기 가 많 음,,,,,,,,,,,,,,
자신 이 원래 잘 하 ㄴ다면 다른 애 들 이 이 수업 만 을 듣 고 배우 ㄹ 수 는 없 으니 학점 은 잘 나오 ㄹ 것,,,,,,,,,,,,,,
진짜 똥 강 수업 도 구리 고 숙제 는 오 지 게 많 고 인성 도 별로 이 ㄴ 듯,,,,,,,,,,,,,,
참고 로 본인 은 A 0 이 니까 공부 안 하 아서 성적 못 맞 은 년 이 악평 남기 ㄴ다 고 는 생각 않 았 으면 좋 겠 음,,,,,,,,,,,,,,
쉽 다고 는 하 ㄹ 수 없 지만 많 은 것 을 배우 ㄹ 수 있 어서 만족 스럽 ㄴ 수업 이 ㅂ니다,,,,,,,,,,,,,,
.. 저 가 실력 이 부족 하 아서 흑흑,,,,,,,,,,,,,,
교수 님 자체 는 좋 지만 시험 도 어렵 습니다,,,,,,,,,,,,,,
"""솔직히 하 ㄴ 학기 에 얻 어 가 는 것 이 다른 전공 에 비하 아서 그닥 많 지 않 고 "," 무엇 보다 교수 가 이 수업 을 하 ㄹ 만큼 의 충분 하 ㄴ 준비 가 되 어 있 지 않 아 보이 ㅁ""",,,,,,,,,,,,,,
강의 내용 도 자기 의 시간 관리 에 대하 ㄴ 내용 이 어서 자기 계발 하 는데 많 은 도움 이 되 요,,,,,,,,,,,,,,
수강 신청 때 수강 가능 학점 이 1 학점 밖에 안 남 아 서 신청 하 았 는데 내용 도 알차 고 부담 이 없 어서 잘 들 었 습니다,,,,,,,,,,,,,,
강의 소개 대학 생활 을 효율적 으로 보내기 위하 아서 자기 관리 는 어떻하 게 하 고 학습 은 어떻하 게 하 아야 하 는지 방법 을 알리 어 주 는 수업 으로 사이버 강의 로 진행 되 ㄴ다,,,,,,,,,,,,,,
이 라 핵심 교양 채우 ㄹ 수 있 어서 좋 았 음,,,,,,,,,,,,,,
매주 신경 쓸 것 이 많 아서 좀 부담 되 ㄹ 수 도 있 음,,,,,,,,,,,,,,
퀴즈 숙제 가 많 으나 중간 기말 볼 때 다 도움 되 ㅂ니다,,,,,,,,,,,,,,
코딩 관심 없 던 사람 이 하 면 숙제 가 되게 어렵 ㄹ 듯 그래도 잘 따라가 면 시험 도 괜찮 게 잘 보 ㄹ 수 있 고 교수 님 도 학생 들 에 관심 이 많 으시 어서 잘 따라가 면 좋 은 점수 나오 ㅁ,,,,,,,,,,,,,,
숙제 가 매주 있 는 것 이 힘들 어요,,,,,,,,,,,,,,
생각 보다 학점 은 ..... 짜 게 주 시 ㅂ니다,,,,,,,,,,,,,,
한 명 씩 자세 하 게 피드백 해주시 는데 .. 뭐 랄까 소설 내용 정리 만 자세 하 게 하 아 주 시 어서 많이 아쉽 었 음,,,,,,,,,,,,,,
