하지만 유통 물류 쪽 에 관심 이 조금 이 라도 있 으면 매우 흥미 롭 고 나름 유통 이 어떤 것 이 ㄴ지 가 ㅁ,,,,,,,,,,,,,,
"""물류 유통 에 대하 ㄴ 전반적 이 ㄴ 기초적 이 ㄴ 지식 을 쌓기 좋 았 고 ", 팀 프로젝트 도 힘들 기 는 하 았 지만 ," 고생 스럽 었 지만 보람 은 있 었 음""",,,,,,,,,,,,,,
외부 특강 이 그만큼 가치 가 아 있 다면 좋 겠 는데 음주 운전 하 아서 면허 취소 되 었 다는 이야기 를 자랑 스럽 게 하 는 살인미수 범 이 오 아서 자기 인생 강의 하고 기 타 아 치고 노래 부름 .... 박수 치 어  현 타 아 오 아서 ..... 진짜 뼈 빠지 게 돈 벌어 서 자식 새끼 는 돈 갖 다,,,,,,,,,,,,,,
개인적 으로 는 새롭 ㄴ 분야 공부 하고 지식 쌓 는 것 같 아서 좋 았 음,,,,,,,,,,,,,,
여러 신화 들 내용 을 배우 는 데 하 ㄴ 문 원문 프린트 하 아서 독음 하고 해석 하고 하 는 것 이 수업 내용 이 구요,,,,,,,,,,,,,,
시 사적 이 ㄴ 이야기 를 굉장히 많이 해주시 는데 싫 은 사람 은 싫 을 수 도 있 지만 저 는 유익 하 게 느끼 었 습니다,,,,,,,,,,,,,,
전반적 으로 이번 학기 에서 미디어 학부 에서 듣 을 수 있 었 던 강의 중 개발자 를 지망 하 는 학생 에게 는 가장 괜찮 았 던 강의 였 던 것 같 습니다,,,,,,,,,,,,,,
강의 가 유익 하 다고 생각 하 ㅁ,,,,,,,,,,,,,,
... 무엇 보다 가장 재미있 는 부분 은 수업 하 다,,,,,,,,,,,,,,
그래도 멀 ㄴ 가 그래픽 이 결과 로 나오 니 것 좀 재미있 는 것 같 기 도 ..,,,,,,,,,,,,,,
쉽 다고 는 하 ㄹ 수 없 지만 많 은 것 을 배우 ㄹ 수 있 어서 만족 스럽 ㄴ 수업 이 ㅂ니다,,,,,,,,,,,,,,
"""솔직히 하 ㄴ 학기 에 얻 어 가 는 것 이 다른 전공 에 비하 아서 그닥 많 지 않 고 "," 무엇 보다 교수 가 이 수업 을 하 ㄹ 만큼 의 충분 하 ㄴ 준비 가 되 어 있 지 않 아 보이 ㅁ""",,,,,,,,,,,,,,
강의 내용 도 자기 의 시간 관리 에 대하 ㄴ 내용 이 어서 자기 계발 하 는데 많 은 도움 이 되 요,,,,,,,,,,,,,,
가장 열의 가 있 으시 ㄴ 교수 님 이 시 ㅂ니다,,,,,,,,,,,,,,
수업 을 듣 는 하 ㄴ 학기 동안 외부적 이 ㄴ 활동 또한 되게 많 았 는데 기업가 콘서트 나 창업 캠프 는 사랑 이 이 었 습니다,,,,,,,,,,,,,,
재미있 고 얻 어 가 는 것 이 참 많 은 수업 이 ㅂ니다,,,,,,,,,,,,,,
다른 교수 님 보다 남 는 것 도 많 고,,,,,,,,,,,,,,
수업 도 항상 알차 고 정확 하 게 얻 어 가 는 것 이 많 은 수업 이 ㅂ니다,,,,,,,,,,,,,,
재미있 고 생각 의 깊이 가 깊 어 지 는 수업 이 았 다,,,,,,,,,,,,,,
그러니까 철학 좋아하 고 사색 하 는 것 좋아하 고 데카르트 를 가지 고 교수 님 과 이틀 밤 새 며 토론 을 하 ㄹ 수 있 다면 이 수업 을 듣 기 ㄹ 바라 ㄴ다,,,,,,,,,,,,,,
"""모든 전공 을 통틀어 제일 기억 에 남고 "," 철학 과 예술 에 대하 어 생각 을 많이 해보 게 되 는 강의""",,,,,,,,,,,,,,
"""평이 안 좋 아서 걱정 하 았 는데 "," 전공 수업 인 데 도 수업 자체 는 재미있 고 교수 님 도 좋 으시 고 시험 도 분별력 있 고 많이 배우 어 가 ㄹ 수 있 었 던 좋 은 수업 이 었 습니다""",,,,,,,,,,,,,,
"""가 아야 하 ㄴ다고 쉬 고 ", 빨간 날 이 라 쉬 고 ," 취업 정보 얻 어 오 ㄴ다고 쉬 고 .. 쉬 ㅁ""",,,,,,,,,,,,,,
진짜 참 교육 자 라고 생각 하 시 는 분 이 전달 하 는 논증 과 철학 이야기 가 담기 어 있 습니다,,,,,,,,,,,,,,
"""수업 다운 수업 "," 로 얻 어 가 는 지식 이 많 은 수업 이 에요""",,,,,,,,,,,,,,
나름 도움 되 는 내용 도 많 았 고 그냥 노력 과 결과 가 비례 하 는 듣기 좋 은 교양 이 었 다,,,,,,,,,,,,,,
굉장히 유익 하 ㄴ 수업 교수 님 과 함께 책 을 읽 어 내려가 던 수업 시간 이 나 즐겁 었 습니다,,,,,,,,,,,,,,
법대 복전 을 생각 하고 경험 삼 아 듣 어 보 았 는데 교수 님 이 좋 으시 고 많이 배우 어 가 ㄹ 수 있 어서 좋 았 어요              ,,,,,,,,,,,,,,
수업 준비 도 완벽 하 게 하 아 오 시 고 불편 하 ㄴ 것 하나 도 없이 수업 내용 이 나 한테 도움 이 많이 되 었 고 대학 에 오 아서 3 년 동안 듣 은 수업 중 에서 가장 듣 을 만 하 ㄴ 수업 이 었 다              ,,,,,,,,,,,,,,
강의 내용 도 풍부 하고 재미있 는데 발음 이 안 좋 으시 어서 강의 력 이 떨어지 ㄴ다는 것 이 가장 아쉽 ..              ,,,,,,,,,,,,,,
"""""""1 학년 수업 보다 부분적 이 ㄴ 내용 을 다루 는 만큼   내용 도 훨씬 깊 고 배우 는 작품 들 도 훨씬 다양 하 아 지 ㅂ니다""""              """,,,,,,,,,,,,,,
일단 엄청나 게 대형 강의 이 고 강의 시간 이 굉장히 길 었 기 때문 에 수업 에 집중 이 잘 안 되 기 도 하 고 많이 졸 기 도 하 았 지만              ,,,,,,,,,,,,,,
대학 강의 라는 생각 도 들 고 배워가 는 것 도 많 은데              ,,,,,,,,,,,,,,
대신 진도 가 빠르 니까 그만큼 많 은 양 을 얻 어 가 ㄹ 수 있 는 거라고 생각하 ㄴ 다              ,,,,,,,,,,,,,,
얻 어 가 는 것 이 많 은 수업 발표 랑 질문 이랑 열심히 하 았 고 나름 발표 에 대하 ㄴ 칭찬 도 받 았 다고 생각하 아 서 적어도 A 0 기 는데 기대 보다 는 점수 를 안 주 심 그래도 매주 숙제 하 는 것 빼 면 시험 도 없 고 좋 은 수업              ,,,,,,,,,,,,,,
수업 만들 어도 도움 이 되 나 프로젝트 하 ㄹ 때 는 독학 하 아야 대 는 것 이 아쉽 지만 그래도 전반적 이 ㄴ 수업 이나 실력 향상 에 도움 되 ㅂ니다              ,,,,,,,,,,,,,,
강의 내용 도 쉽 고 간결 하 게 알리 어 주 시 고 워낙 에 에너지가 넘치 는 분 이 시 어서 오히려 수업 을 통하 아서 얻 어 가 는 것 이 많 았 어요              ,,,,,,,,,,,,,,
사담 내용 도 일부 는 도움 되 지만 일부 는 자신 의 생각 을 강요 하 는 느낌              ,,,,,,,,,,,,,,
나름 교양 으로 배우 기 나쁘 지 않 았 어요              ,,,,,,,,,,,,,,
약간 활동 하 는 수업 이 라서 수업 시간 에 귀찮 을 수 도 있 는데 고등학교 진로 시간 같 다고 생각하 았 음              ,,,,,,,,,,,,,,
1 학점 에 비하 아 하 아야 하 ㄹ 것 이 많 기 는 하 았 지만 그래도 유익 하 ㄴ 수업 이 었 어요              ,,,,,,,,,,,,,,
중간 중간 학문 에 대하 ㄴ 흥미 를 위하 아 전자기 학 이론 과 관련 되 ㄴ 물리 현상 도 말씀 하 아 주 시 는 이런 교수 님 이 전기 과 교수 님 이 라는 것 이 자랑 스럽 습니다              ,,,,,,,,,,,,,,
정치 사회 경제 등 등 사회과학 전반 에 대하 ㄴ 교양 을 얻 어 가 ㄹ 수 있 습니다              ,,,,,,,,,,,,,,
뭐 저 가 다 몰아 서 그런 것 겠 죠 .. 아무튼 하 ㄴ 학기 하 면서 나름 기본 교양 도 쌓 은 것 같 고 러시아 에 가 고 싶 은 마음 이 좀 생기 ㄴ 것 같 습니다              ,,,,,,,,,,,,,,
처음 에 조 별 로 랜덤 지정석 에 앉 게 되 고 지정석 이 1 학기 동안 너 의 자리 야 일단 조원 듣 을 잘 만나 야 1 학기 동안 재미있 는 수업 이 되 고 아니 면 좀 지루 하 ㄹ 수 도 있 어 중간 중간 에 뭐 쓰 라는 것 많 은 것 랑 파일 에 활동 지 채우 어야 되 는 것 빼 고 는 2 학점 에 PF 과목 이 라 감수 하 ㄹ 만 하 다              ,,,,,,,,,,,,,,
수업 시간 에 고 전 얘기 많이 하 고 이런 것 싫어하 시 는 분 은 잘 안 맞 을 수 도 있 을 것 같 습니다              ,,,,,,,,,,,,,,
무난 하 ㄴ 수업 같 으나 가장 경쟁 이 심하 고 인터 션 디자인 수업 과 더불 어 학기 말 에 가장 많 은 시간 을 할애 하 아야 하 는 수업 임 주말 은 없 다고 보 면 되 ㅁ              ,,,,,,,,,,,,,,
