그래도 교수 님 은 메일 로 질문 하 거나 학교 에 찾아오 라는 말씀 을 하 시 ㄴ다,,,,,,,,,,,,,,
학생 들 에게 인턴 과 같 은 기회 가 있 으면 알리 어 주시 기 도 하 ㄴ다,,,,,,,,,,,,,,
물론 학생 들 이 드랍  수강 취소 하 아서 17 명뿐이였 어서 절 평 을 하 아야 하 았 지만 중간 성적 들 이 다 들 매우 안 좋 았 는지 기말 에서 는  문제 를 주시 기 도 하 았 다,,,,,,,,,,,,,,
그리고  ... 역시 진도 때문 에 뭘 자세히 설명 하 기 보다 는 그냥 빠르 게 넘어가 시 는 편 간혹 중요 하 ㄴ 주제 는 심도 있 게 다루 지만 그 이외 에 것 은 이러 ㄹ 것 면 그냥 빼 버리 지 하 는 수준 으로 가르치 심,,,,,,,,,,,,,,
아 사람 은 좋 은 분 이 심 인자 하 시 고,,,,,,,,,,,,,,
학생 눈높이 에 맞추 어서 설명 하고 정 수업 시작 하 기 전 에 는 복습 도 항상 하 시 고 중요 하 ㄴ 주제 에 대하 아서 는 반복 하 아서 수업 중 에 학생 들 에게 발 표시 켜 ㄴ다,,,,,,,,,,,,,,
"""교수 님 "," 진짜 저 가 엎드리 어 절 드리 고 싶 을 만큼 인자 하 시 고 잘 가르치 시 ㅂ니다""",,,,,,,,,,,,,,
"""예제 도 자주 칠판 에 풀 어 주 시 는데 굉장히 꼼꼼 하 게 설명 하 아 주 시 어서 "," 그냥 저희 는 가만히 입 만 벌리 고 교수 님 께서 떠먹 여주시 는 밥 을 먹 으면 되 는 것 이 ㅂ니다""",,,,,,,,,,,,,,
"""가끔 질문 을 던지 시 어서 저 를 카오스 로 빠뜨리 시 지만 "," 그래도 허허 웃 으시 면서 답 으로 차근차근 인도 해주시 니 걱정 하 지 않 으시 어도 되 ㅂ니다""",,,,,,,,,,,,,,
교수 님 진짜 좋 으시 ㄴ 분 이 시 고 잘 가르치 어 주시 니까 꼭 들 으시 어요,,,,,,,,,,,,,,
교수 님 께서 수업 중 에 은근히 많이 방출 하 시 ㄴ 다 앞자리 에서 들 으면 교수 님 이 더 예쁘 어 하 시 ㅁ,,,,,,,,,,,,,,
어떻하 게 보 면 깔끔 하 게 수업 도 하 시 고 출석 도 항상 정 시 에 딱 부르 시 어서 성적 처리 부분 에 있 어서 는 정갈하 시 ㅂ니다,,,,,,,,,,,,,,
교수 님 설명도 잘 해주시 고 학점 도 잘 주 시 어요,,,,,,,,,,,,,,
중간 중간 유익 하 ㄴ 말씀 이나 특강 을 하 아 주 시 어서 좋 았 다,,,,,,,,,,,,,,
"""마케팅 현업 에 종사 하 는 사람 이 라 강의 력 은 확실히 좋 지만 수업 내용 이 넓 지 도 않 고 기말 로 팀 프로젝트 을 ", ,"""",,,,,,,,,,,,,,
기말 조 별 발표 전 까지 는 강의 명에 맞 게 퀄리티 좋 은 강의 를 듣 을 수 있 어서 좋 았 는데 기 말 2 주 우 전쯤 갑자기 조 별 숙제 로 사업 계획서 를 써 오 라는 것 은 좀 그리하 었 다,,,,,,,,,,,,,,
경영학 과 특유 의 현학적 이 ㄴ 말 들 뱉으 시 면서 설명도 잘 안 덧붙이 시 고 굉장히 시 사 흐름 에 대하 어 주관적 이 ㄴ 의견 을 듣 을 수 있 습니다,,,,,,,,,,,,,,
교수 님 께서 이론 과 실무적 이 ㄴ 부분 모두 다루 어 주 시 어서 좋 았 음,,,,,,,,,,,,,,
조 별 숙 제 많 지만 교수 님 은 착하 심 재미있 기 도 하 고 나쁘 지만 은 않 은 수업,,,,,,,,,,,,,,
"""초청 강의 하 아 주 시 ㄴ 분 성함 "," 교수 님 직장 명 이런 문제 도 있 기 ㄴ 하 았 지만 그 외 의 문제 에서 점수 얻 어도 충분 하 ㅁ""",,,,,,,,,,,,,,
교수 님 은 좋 았 고 감사 하 게 도 +  채우 어 주심 무엇 ㄴ가 학생 들 을 많이 생각하 아 주 시 는 것 같 아서 좋 았 음,,,,,,,,,,,,,,
A 는 노력 에 비하 아 쉽 게 받 을 수 있 는 과목 이 라고 모두 가 말 하 ㅂ니다,,,,,,,,,,,,,,
출 결 관리 나 수업 진행 면 에서 는 빡빡 하 지 않 으 시 지만 그만큼 기 말 준비 를 열심히 하 아야 하 ㅂ니다 그리고 교수 님 두 번 째 직장 이 그래서 어디 이 시 ㄴ지 아직 도 궁금 하 아요,,,,,,,,,,,,,,
’ 이런 것 이 시험 문제 에 나오 ㄴ 다 아무리 시험 에 낼 문제 가 없 어도 진짜 성의 없 고 강의 듣 은 것 에 대하 어 회의 감 느끼 었 다,,,,,,,,,,,,,,
교수 님 열정적 이 시 고 재미있 으시 ㄴ 편 그러나 조 별 모임 2 번 이 있 는데 비율 이 꽤 나 높 고 준비 하 는 시간 이 오래 걸리 어서 ,,,,,,,,,,,,,,
"""다 정하 고 학생 들 참여 이끌 어 내 려고 많이 노력 하 시 고 중간 은 조 별 발표 로 대체 지만 "," 기말 은 조 별 발표 + 시험""",,,,,,,,,,,,,,
아 잉 죠 아요 ㅇ 저 의 최고 의 선생 님 이 ㅂ 니 당 이 교수 님 꼭 들 으시 어요,,,,,,,,,,,,,,
교수 님 친절 하 시 고 과 하 ㄴ 배려 그리고 보강 은 언제나 전시회 굳,,,,,,,,,,,,,,
교수 님 이 완전 매력 넘치 ㄴ다,,,,,,,,,,,,,,
이 관문 만  레포트 를 늦 게 내지 않 거나 지각 을 하 지 않 는 하 ㄴ 당신 에게 는 갓 줄 ㄴ 성 교수 님 의 은총 이 함께 하 시 ㄴ다,,,,,,,,,,,,,,
교수 님 천사 그 자체,,,,,,,,,,,,,,
교수 님 은 착하 심 나 가 수업 을 못 따라가 는 것 뿐,,,,,,,,,,,,,,
학점 무조건 챙겨주 심 .. 공수 2 안 하 아 주 시 어서 슬프 ㄹ 뿐 이 고 학생 들 입장 먼저 생각하 아 주 시 ㄴ 다 시험 나 ㄹ 자리 를 복잡 하 게 앉 게 하 시 어서 뭐 이렇게 까지 하 ㄹ 수 있 나 생각하 ㄹ 수 있 지만 다 학생 듣 을 위하 ㄴ 것 이 ㅁ,,,,,,,,,,,,,,
+ 논문 에 76 편 이 ㄴ가 이름 이 올라가 있 으시 ㄴ 나 도 전도 유망 하 시 ㄴ .. 강의 력 에 대하 아서 매우 걱정 하 았 으나 .. 시간 이 지나 면 지나 ㄹ수록 걱정 사라지 었 음,,,,,,,,,,,,,,
학생 편의 엄청 챙기 어 주심,,,,,,,,,,,,,,
온화 하 시 고 왕 친절 하 시 고 모르 는 것 완전 친절 하 게 답 하 아 주 시 ㄴ다,,,,,,,,,,,,,,
수업 시간 에 필기 열심히 하 고 교수 님 이 풀 으라고 하 시 ㄴ 문제 열심히 풀 고 책 예제 다 풀 줄 알 면 A +,,,,,,,,,,,,,,
 원탑 갓 성자 찬양 하 아 수업 잘 듣 고 복습 잘하 고 예제 많이 풀 어 보 면 A 받 습니다,,,,,,,,,,,,,,
진짜 민선기 교수 님 수업 들 으면 들 는 생각 이 수학 이 이렇게 이해 가 쉽 ㄴ 과목 이 었 나,,,,,,,,,,,,,,
학생 들 요구 도 잘 반영해 주 시 고 학점 도 꽉 꽉 채우 어 주 시 는 것 같 음,,,,,,,,,,,,,,
장점 민선기 교수 님 은 이 번 온라인 강의 때 늦 게 강의 를 올리 신 적 없이 책임감 있 게 강의 를 올리 어 주 시 었 습니다,,,,,,,,,,,,,,
또한 수업 영상 이 하 ㄴ 강의 에 20 여기 서 설명도 귀 에 쏙쏙 박히 게 하 아 주 시 어서 좋 은 학점 도 챙기 고 공부 하 ㄹ 때 도 도움 이 많이 되 었 던 것 같 습니다,,,,,,,,,,,,,,
또한 코로나 로 이 ㄴ 하 ㄴ 상황 으로 중간 를 숙제 형 으로 대체 하 아 주 시 ㄴ 것 도 좋 았 고 시험 문제 난이도 나 수업 방식 이 짧 고 굵 게 이해 잘 되게 하 아 주 시 어서 좋 았 습니다,,,,,,,,,,,,,,
강의 에서 이해 가 안 되 는 부분 을 질문 드리 면 꼼꼼 하 게 대답 하 아 주 시 어서 좋 았 습니다,,,,,,,,,,,,,,
진짜 로 4 년 내내 수업 듣 고 싶 은 교수 님 친절 하 게 설명 해주시 고 문의 하 면 바로 답장 하 아 주 시 어서 편하 게 수업 듣 었 음,,,,,,,,,,,,,,
..... 진짜 최고 중 최고 ..... 10 명 중 10 명 이 만족 하 는 수업 진짜 최고 다,,,,,,,,,,,,,,
교수 님 께서 수업 도 잘 해주시 고 메일 로 질문 하 면 빠르 게 답장 해주시 면서 학생 들 과 적극적 으로 소통 하 시 려고 하 는 모습 이 매우 마음 에 들 었 습니다,,,,,,,,,,,,,,
교수 님 말투 도 귀 여우 시 고 학점 도 잘 주 시 어요,,,,,,,,,,,,,,
갓 태욱 빛 태욱 진짜 전설 그 자체 이 시 ㄴ 분,,,,,,,,,,,,,,
진짜 피드백 을 잘 수용 하 아 주 시 ㅂ니다,,,,,,,,,,,,,,
학점 느 님 갓 태욱 거의 80 A + 받 은 것 같 아요,,,,,,,,,,,,,,
눈 이 부시 었 기 때문 에 ... 양태욱 교수 님 은 그저 빛 이 ㅂ니다,,,,,,,,,,,,,,
