얻 어 가 는 것 은 어느 수업 보다 많 은 듯,,,,,,,,,,,,,,
발표 경우 자유 주제 이 지만 적절 하 ㄴ 주제 를 찾 는 것 이 가장 중요,,,,,,,,,,,,,,
....... 많이 배워가 여 ...,,,,,,,,,,,,,,
사회 의 성공 하 ㄴ 인사 한 분 을 정하 아서 인터뷰 하 는 것 으로 인생 에서 쉽 게 배우 ㄹ 수 없 는 유익 하 ㄴ 내용 들이 ㅁ,,,,,,,,,,,,,,
교수 님 이 설명 을 굉장히 어렵 게 하 시 ㄴ다는 느낌 을 받 았 다,,,,,,,,,,,,,,
재무관리 안 듣 고 듣 었 는데 재무관리 듣 은 학생 은 알 겠 지만 이 라는 말 을 많이 하 시 어서 별로 이 었 다,,,,,,,,,,,,,,
온오 프 라 부담 없 고 학점 도 잘 주심,,,,,,,,,,,,,,
"""일단 팀 프로젝트 "," 숙제 없 고 일주일 에 한 번 만 오프라인 수업 이 ㄴ 것 이 가장 크 ㄴ 장점 교수 님 도 내용 깊 게 안 나가 아서 시험 에 부담 도 적 었 음""",,,,,,,,,,,,,,
계산하 는 문제 싫어하 시 는 분 들 한테 도 추천 가능 하 ㄴ 강의,,,,,,,,,,,,,,
수업 내용 에서 도 문제 가 출제 되 기 되 기 때문 에 잘 듣 자,,,,,,,,,,,,,,
"""교수 님 특유 의 AH .. AH ... 하 시 는 습관 ", 말 의 속도 ," 이론 이 ㄴ지 생각 하 게 만들 는 어렵 ㄴ 단어 들 과 금융단 어 들 ㄹ""",,,,,,,,,,,,,,
"""수업 시간 이 매우 길 며 "," 인터넷 강의 라 몰아 들 을 려고 생각하 ㄴ 다면 버리 는 것 을 추천""",,,,,,,,,,,,,,
밴드 라는 것 을 이용 하 아서 매주 기사 스크랩 을 시키 고 참 잘 하 았 어 요 를 주 시 ㅂ니다,,,,,,,,,,,,,,
하 라는 것 은 진짜 많 아서 가끔 귀찮 을 수 있 는데 하 ㄴ 만큼 나오 는 아주 공정하 체계적 이 ㄴ 수업 이 ㅁ,,,,,,,,,,,,,,
인생 에 대하 아서 다시 생각하 아 보 ㄹ 수 있 는 수업 ..,,,,,,,,,,,,,,
그냥 동네 구멍가게 에서 꼰대 할아버지 한테 훈계 받 는 느낌 ..,,,,,,,,,,,,,,
교수 님 수업 안 듣 고 도 시험 잘 보 ㄹ 수 있 는 그런 과목,,,,,,,,,,,,,,
근데 가르치 시 고자 하 는 양이 많 아서,,,,,,,,,,,,,,
수업 시간 에 시 끄 러 울 ㄴ 사람 이 많 아서 매우 불편 하고 그것 ㄹ 교수 님 이 컨트롤 하 지 못하 는 것 이 가장 크 ㄴ 문제점,,,,,,,,,,,,,,
개념 없 는 애 들 도 많 아서 사회 생활 하 다,,,,,,,,,,,,,,
