하지만 유통 물류 쪽 에 관심 이 조금 이 라도 있 으면 매우 흥미 롭 고 나름 유통 이 어떤 것 이 ㄴ지 가 ㅁ,,,,,,,,,,,,,,
유통 에 대하 ㄴ 흥미 가 오히려 더 떨어지 었 다,,,,,,,,,,,,,,
물론 수업 의 내용 이 시험 이랑 상관 없 는 부분 이 굉장히 많 기 는 하 았 지만 교과서 와 인터넷 검색 등 으로 는 쉽 게 접하 ㄹ 수 없 는 이야기 들 을 많이 하 아 주 시 었 음,,,,,,,,,,,,,,
수업 열심히 들 으면 배우 는 것 도 많 고 점수 도 잘 받 을 수 있 음,,,,,,,,,,,,,,
사람 도 좋 고 학점 도 채우 어 주 시 고 수업 은 잘 .. 하 는 것 은 아니 ㄴ데 따르 아 말 ㄴ 가 면 건 질 게 많 은 수업,,,,,,,,,,,,,,
이것저것 이야기 하 아 주 시 ㅁ,,,,,,,,,,,,,,
"""첫 번 째 로 는 수업 의 내용 이 좋 고 유익 하 아서 열심히 듣 게 되 는 수업 이 고 "," 두 번 째 는 수업 의 질 은 상당히 떨어지 지만 교수 님 한테 찍히 면 큰일 나 ㄹ 것 같 아서 어쩌 ㄹ 수 없이 열심히 듣 게 되 는 수업 이 다""",,,,,,,,,,,,,,
수업 만들 어도 도움 이 되 나 프로젝트 하 ㄹ 때 는 독학 하 아야 대 는 것 이 아쉽 지만 그래도 전반적 이 ㄴ 수업 이나 실력 향상 에 도움 되 ㅂ니다,,,,,,,,,,,,,,
을 보이 는 글 미 프로그래밍 교수 님 과 는 다르 게 강의 도 시험 도 무난 무난,,,,,,,,,,,,,,
다른 강의 보 면 칭찬 많 은데 잔소리 심하 시 어서 개꿀잼 몰카 이 ㄴ 줄 그래도 진짜 잘 되 라고 하 는 잔소리 이 기 ㄴ 하 고 시험 도 공부 하 면 안 어렵 게 나 의 주심,,,,,,,,,,,,,,
강의 는 괜찮 은데 목소리 가 나긋 하 시 고 삼성 에서 일 하 시 던 때 이야기 랑 자율 주행 자동차 만들 는 이야기 를 자주 하 시 어 요 숙제 는 하 ㄴ 학기 에 두 번 받 았 는데 1 회 차 는 쉽 었 고 2 회 차 는 못하 ㄴ 애 들 이 많 았 네요,,,,,,,,,,,,,,
근데 뭐 안 듣 을 수 는 없 지 않 수 그냥 들 으 셈 시간 다 알 ㄴ 채우 고 빨리 끝내 주 고 교수 님 이 배려 많이 하 어 주 니까,,,,,,,,,,,,,,
"""또한 창업 이 라는 주제 에 대하 여 보다 간략 하고 효율적 이것 이 저희 에게 알리 어 주 시 었 고 다양 하 ㄴ 마케팅 방법 ", 소비자 들 의 니즈 를 파악 하 는 방법 , SWOT 분석 ," 사업 계획서 작성 등 등 1 학년 으 로서 배우 ㄹ 수 없 는 내용 들 을 많이 담 아 가 았 던 것 같 습니다""",,,,,,,,,,,,,,
수업 은 나름 재미있 어요,,,,,,,,,,,,,,
재미있 고 얻 어 가 는 것 이 참 많 은 수업 이 ㅂ니다,,,,,,,,,,,,,,
금융 수리 과목 을 영어 로 배우 었 기 때문 에 해석 상 의 문제 도 많 고 문제 자체 가 어렵 어 서 질문 하 ㄹ 내용 이 많 은데 도 항상 친절 하 게 알리 어 주 시 ㅂ니다,,,,,,,,,,,,,,
강의 를 굉장히 잘하 시 어요,,,,,,,,,,,,,,
"""시험 3 번 보 아서 남 들 보다 시험 기간 이 빨리 시작 되 고 늦 게 끝나 는 것 이 단점 이 지만 1 "," 2 차 시험 합치 어서 200 만점 에 180 이 면 A + 확정 170 이 면 A 확정 160 이 면 A 3 차 0 점 받 아도 됌 근데 그 이 하 면 3 차 까지 보 아야 하 ㅁ""",,,,,,,,,,,,,,
"""군더더기 없이 수업 이 진행 되 지만 재미있 는 썰 이 있 다던가 "," 좀 더 심화 되 ㄴ 지식 과 통찰력 을 배우 ㄹ 수 있 는 심화 강의 는 아니 었 음""",,,,,,,,,,,,,,
교수 님 품질 경영 에 이어서 두 번 째 로 듣 는 수업 이 었 지만 교수 님 이 학생 들 에 대하 ㄴ 관심 과 배려 가 많 으시 어서 학기 중 에 교수 님 과 상담 하 는 것 을 적극 추천 하 ㅂ니다,,,,,,,,,,,,,,
